form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy
F6,129999,198,109,106,0,รวมสินทรัพย์ไม่หมุนเวียน,Total Non-Current Assets,109999,1,B,NV,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,Y,,,รวมสินทรัพย์ไม่หมุนเวียน เป็นผลรวมของเลขอ้างอิงที่ 53 ถึง 105
F6,109999,199,110,107,0,รวมสินทรัพย์,Total Assets,No,,BU,NV,23,BS_A,สินทรัพย์,"ใช้ในการคำนวณ Total Asset Turnover, Return on Asset"," For calculation of Total Asset Turnover, Return on Asset",,Y,Y,,,รวมสินทรัพย์ เป็นผลรวมของเลขอ้างอิงที่ 51 และ 106
F6,200000,T4,111,108,0,หนี้สิน,Liabilities,No,,B Fix,T,,BS_L,หนี้สิน,,,,,,,,หนี้สิน ประกอบด้วยเลขอ้างอิงที่ 109 ถึง 183
F6,210000,T5,112,109,0,หนี้สินหมุนเวียน,Current Liabilities,No,,B Fix,T,,BS_L,หนี้สินหมุนเวียน,,,,,,,,หนี้สินหมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 110 ถึง 147
F6,210500,207,113,110,0,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,Bank Overdrafts And Short-Term Borrowings From Financial Institutions,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,"- รวมถึง หนี้สินที่เกิดจากการขายลดหรือขายช่วงตั๋วเงินกับสถาบันการเงิน หนี้สินที่เกิดจากการชำระคืนเจ้าหนี้ก่อนกำหนดตามสัญญา Supplier finance กับทางสถาบันการเงิน
- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio","- Include liabilities arising from discounting and rediscounting of the bills with financial institutions, liabilities arising from early repayment to creditors in supplier finance agreements with financial institutions
- Displayed in the Company Highlight & Fact Sheet
- For calculation of Interest Bearing Debt / Equity Ratio",,,,,,บางครั้งใช้ชื่อว่า เงินกู้ยืมระยะสั้นจากสถาบันการเงิน
F6,211100,213,114,111,0,เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่น,Trade And Other Payables - Current,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,ใช้ในการคำนวณ Account Payable Turnover,For calculation of Account Payable Turnover,,,,,,บางครั้งใช้ชื่อว่า เจ้าหนี้การค้า หรือ เจ้าหนี้การค้าและเจ้าหนี้อื่น
F6,211110,216,115,112,1,บุคคลหรือกิจการอื่น,Other Parties,211100,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้การค้าและเจ้าหนี้หมุนเวียนอื่นที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,211120,218,116,113,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,211100,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า เจ้าหนี้การค้าบริษัทย่อย หรือ เจ้าหนี้การค้ากิจการที่เกี่ยวข้องกัน หรือ เงินทดรองรับจากกิจการที่เกี่ยวข้องกัน
F6,211130,220,117,114,1,เจ้าหนี้ค่าที่ดินและค่าก่อสร้าง,Land And Construction Cost Payables,211100,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้ที่เกี่ยวกับการซื้อที่ดินและค่าก่อสร้าง เฉพาะในส่วนที่หมุนเวียน
F6,211160,224,118,115,1,เจ้าหนี้หมุนเวียนอื่น,Other Current Payables,211100,1,,N,23,BS_L,หนี้สินหมุนเวียน,"- รวมถึง เงินทดรองรับ เจ้าหนี้ค่าซื้อสินทรัพย์ถาวร
- ใช้ในการคำนวณ Account Payable Turnover","- Include advances, fixed assets payable
- For calculation of Account payable Turnover",,,,,,หมายถึง เจ้าหนี้หมุนเวียนอื่น นอกเหนือจากเลขอ้างอิงที่ 112 ถึง 114 เช่น เงินทดรองรับ เจ้าหนี้ค่าซื้อสินทรัพย์ถาวร เจ้าหนี้ค่าซื้อธุรกิจ เจ้าหนี้ตามสัญญาโอนสิทธิ เป็นต้น
F6,212500,274,119,116,0,ค่าใช้จ่ายค้างจ่าย - หมุนเวียน,Accrued Expenses - Current,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ค่าภาคหลวงค้างจ่าย หรือ ค่าเปิดหน้าดินและค่าขนถ่านหินค้างจ่าย หรือ ดอกเบี้ยค้างจ่าย
F6,212600,276,120,117,0,หนี้สินภายใต้สัญญาและใบอนุญาตให้ดำเนินการ - หมุนเวียน,Liabilities Under Agreements And Licences For Operation - Current,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า หนี้สินสัญญาขายถ่านหินรอตัดบัญชีที่ถึงกำหนดชำระภายในหนึ่งปีสุทธิ
F6,211700,232,121,118,0,เงินกู้ยืมระยะสั้น,Short-Term Borrowings,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Interest Bearing Debt / Equity Ratio",,,,,,บางครั้งใช้ชื่อว่า เจ้าหนี้ตั๋วแลกเงิน
F6,211710,233,122,119,1,บุคคลหรือกิจการอื่น,Other Parties,211700,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า เจ้าหนี้ตั๋วแลกเงิน
F6,211720,234,123,120,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,211700,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า เงินกู้ยืมระยะสั้นจากกิจการที่เกี่ยวข้องกัน หรือ เงินกู้ยืมระยะสั้นจากบุคคลที่เกี่ยวข้องกัน
F6,211800,235,124,121,0,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,Current Portion Of Long-Term Debts,219999,1,,R,23,BS_L,หนี้สินหมุนเวียน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Interest Bearing Debt / Equity Ratio",,,,,,"หมายถึง เงินกู้ยืมระยะยาว รวมถึงหนี้สินระยะยาวในลักษณะอื่นใดที่จะถึงกำหนดชำระคืนภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน เช่น เงินกู้ยืมระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้ที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี หุ้นกู้ที่ผู้ถือมีสิทธิไถ่ถอนหรือแปลงสภาพได้ภายในระยะเวลาหนึ่งปี หุ้นบุริมสิทธิที่มีลักษณะเป็นหนี้สินทางการเงินที่ผู้ถือมีสิทธิไถ่ถอนหรือแปลงสภาพได้ภายในระยะเวลาหนึ่งปี เป็นต้น

ส่วนของหนี้สินระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 122 ถึง 126"
F6,211860,246,125,122,1,สถาบันการเงิน,Financial Institutions,211800,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปีสุทธิ หรือ เงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี หรือ ภายในหนึ่งปี หรือ ที่ถึงกำหนดชำระภายในหนึ่งปี
F6,211820,239,126,123,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,211800,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง หนี้สินหรือเงินกู้ยืมระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปีจากบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,211830,241,127,124,1,หุ้นกู้,Bonds,211800,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ส่วนของหุ้นกู้ที่ถึงกำหนดไถ่ถอนในหนึ่งปีสุทธิ หรือ ส่วนของหุ้นกู้ระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี หรือ ส่วนของหุ้นกู้ที่ถึงกำหนดชำระภายในหนึ่งปี
F6,211840,243,128,125,1,หุ้นกู้ที่มีลักษณะคล้ายทุน,Perpetual Bonds,211800,1,,N,23,BS_L,หนี้สินหมุนเวียน,ตราสารหนี้ที่มีลักษณะคล้ายทุน ซึ่งเข้าเงื่อนไขของการจัดประเภทเป็นหนี้สิน,For perpetual bond or equity instrument issued that are classified as liabilities,,,,,,หมายถึง ตราสารหนี้ที่บริษัทออกให้แก่ผู้ถือโดยการกำหนดสิทธิของผู้ถือตราสารไว้ด้อยกว่าสิทธิของเจ้าหนี้สามัญทั่วไป ซึ่งลักษณะ ระยะเวลาการจ่ายชำระของผู้ออกตราสาร และเงื่อนไข รวมถึงข้อกำหนดสิทธิของผู้ถือตราสารจะเป็นไปตามที่ระบุไว้ในแบบแสดงรายการข้อมูลการเสนอขายตราสารหนี้ เช่น ประเภทของตราสาร การระบุระยะเวลาการไถ่ถอน และการระบุระยะเวลาการจ่ายชำระดอกเบี้ย เป็นต้น ซึ่งโดยทั่วไปจะไม่มีการกำหนดระยะเวลาการไถ่ถอนที่แน่นอน ทั้งนี้ เฉพาะตราสารหนี้ที่มีลักษณะคล้ายทุนที่บริษัทจัดประเภทรายการเป็นหนี้สินทางการเงิน และบริษัทไม่สามารถยืดระยะเวลาการจ่ายชำระออกไปเกินกว่า 12 เดือน
F6,211890,248,129,126,1,ส่วนของหนี้สินระยะยาวส่วนที่ถึงกำหนดชำระภายในหนึ่งปี - อื่น ๆ,Current Portion Of Long-Term Debts - Others,211800,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ส่วนของเงินกู้ยืมระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี
F6,212100,253,130,127,0,หนี้สินอนุพันธ์ - หมุนเวียน,Derivative Liabilities - Current,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ที่ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) และ อนุพันธ์ที่ปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง,"Include trading and hedging derivatives (not applying hedge accounting), and derivatives for hedging that the company has chosen to apply hedge accounting",,,,,,บางครั้งใช้ชื่อว่า หนี้สินอนุพันธ์การเงินที่ถึงกำหนดภายในหนึ่งปี
F6,212200,255,131,128,0,หนี้สินทางการเงินหมุนเวียนอื่น,Other Current Financial Liabilities,219999,1,,R,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,"หมายถึง หนี้สินทางการเงินหมุนเวียนอื่นใด ซึ่งบริษัทมีภาระผูกพันตามสัญญาที่จะส่งมอบเงินสดหรือสินทรัพย์ทางการเงินอื่นให้กิจการอื่น หรือที่จะแลกเปลี่ยนสินทรัพย์ทางการเงินหรือหนี้สินทางการเงินกับกิจการอื่นภายใต้เงื่อนไขที่จะทำให้บริษัทเสียประโยชน์ ที่บริษัทจะต้องจ่ายชำระภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 110 ถึง 127

หนี้สินทางการเงินหมุนเวียนอื่น ประกอบด้วยเลขอ้างอิงที่ 129 ถึง 131"
F6,212210,258,132,129,1,เงินมัดจำ,Deposits,212200,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง เงินประกันการเช่า,Include rental deposits,,,,,,หมายถึง เงินมัดจำที่บริษัทได้รับมา และต้องจ่ายชำระคืนตามเงื่อนไขของสัญญา รวมถึงเงินประกันการเช่า ภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท 
F6,212220,260,133,130,1,เงินประกันผลงาน,Retentions,212200,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง เงินประกันผลงานที่บริษัทหักไว้เพื่อเป็นการประกันผลงานตามเงื่อนไขของสัญญา ซึ่งบริษัทคาดว่าจะต้องชำระคืนภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลา หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท
F6,212290,262,134,131,1,หนี้สินทางการเงินหมุนเวียนอื่น - อื่น ๆ,Other Current Financial Liabilities - Others,212200,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า หนี้สินทางการเงินหมุนเวียนอื่น
F6,212300,264,135,132,0,หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า - หมุนเวียน,Contract Liabilities And Unearned Rental Income - Current,219999,1,,R,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,"หมายถึง หนี้สินที่เกิดจากสัญญาที่ทำกับลูกค้า หรือภาระผูกพันของบริษัทในการโอนการควบคุมในสินค้าหรือบริการให้กับลูกค้า ซึ่งบริษัทได้รับค่าตอบแทนจากลูกค้าเป็นจำนวนเงินที่เกินกว่าสินค้าหรือบริการที่บริษัทจะต้องปฏิบัติตามสัญญา ทั้งนี้ รวมถึงเงินรับล่วงหน้าจากลูกค้า เงินที่ชำระตามสัญญาในส่วนที่เกินกว่าภาระที่ต้องปฏิบัติที่ส่งมอบหรือปฏิบัติเสร็จสิ้นแล้ว และค่าเช่ารับล่วงหน้าจากสัญญาเช่าดำเนินงานที่บริษัทเป็นผู้ให้เช่า เฉพาะในส่วนที่หมุนเวียนซึ่งคาดว่าจะชำระหรือปฎิบัติตามสัญญาสำหรับเงินรับล่วงหน้าจำนวนดังกล่าว ภายในระยะเวลา 12 เดือน หรือภายในรอบระยะเวลาการดำเนินงานปกติของบริษัท

หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า - หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 133 ถึง 135"
F6,212310,266,136,133,1,ค่าเช่ารับล่วงหน้า,Unearned Rental Income,212300,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง ค่าเช่าที่บริษัทรับล่วงหน้าจากลูกค้าภายใต้สัญญาเช่าดำเนินงานในส่วนที่หมุนเวียน (ภายใน 12 เดือน)
F6,212320,268,137,134,1,รายได้รับล่วงหน้า - อื่น ๆ,Deferred Revenue - Others,212300,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง เงินรับล่วงหน้า รายได้รับล่วงหน้า เงินมัดจำตามสัญญาจากลูกค้า ที่บริษัทต้องส่งมอบสินค้าหรือบริการให้แก่ลูกค้าในอนาคต,"Include advance received, unearned revenue, deposits/installment received from customers in which the company will deliver goods or services in the future.",,,,,,บางครั้งใช้ชื่อว่า เงินรับล่วงหน้าจากผู้ถือบัตร หรือ เงินรับล่วงหน้าและรายได้รับล่วงหน้า
F6,212390,270,138,135,1,หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า - อื่น ๆ,Contract Liabilities And Unearned Rental Income - Others,212300,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า นอกเหนือจากเลขอ้างอิงที่ 133 ถึง 134 เฉพาะในส่วนที่หมุนเวียน
F6,212400,272,139,136,0,หนี้สินตามสัญญาเช่า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,Current Portion Of Lease Liabilities,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio,For calculation of Interest Bearing Debt / Equity Ratio,,,,,,บางครั้งใช้ชื่อว่า ชำระภายในหนึ่งปีสุทธิ หรือ ส่วนของหนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี หรือ หนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปีสุทธิ หรือ หนี้สินตามสัญญาเช่าที่ถึงกำหนดชำระภายในหนึ่งปี
F6,212700,278,140,137,0,ประมาณการหนี้สินผลประโยชน์พนักงาน - หมุนเวียน,Provisions For Employee Benefit Obligations - Current,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง ประมาณการหนี้สินผลประโยชน์ของพนักงานหลังออกจากงานหรือผลประโยชน์เมื่อเลิกจ้าง และผลประโยชน์ระยะยาวอื่น,"Include post-employment benefits obligations, or obligations on termination benefits and other long-term benefits obligations",,,,,,บางครั้งใช้ชื่อว่า ค่าใช้จ่ายผลประโยชน์พนักงานค้างจ่าย
F6,212800,280,141,138,0,ประมาณการหนี้สินระยะสั้น,Short-Term Provisions,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ประมาณการหนี้สินหมุนเวียนอื่น
F6,212900,282,142,139,0,หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,Liabilities Directly Associated With Non-Current Assets And/Or The Disposal Group Held For Sale,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขายที่แยกแสดงไว้เป็น สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย (เลขอ้างอิงที่ 45)
F6,213000,283,143,140,0,ภาษีเงินได้นิติบุคคลค้างจ่าย,Income Tax Payable,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,บางครั้งใช้ชื่อว่า ภาษีเงินได้ค้างจ่าย
F6,214000,288,144,141,0,เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - หมุนเวียน,Other Tax Or Other Payables Under Law And Regulations - Current,219999,1,,R,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,"หมายถึง เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท ที่บริษัทต้องชำระภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน ที่นอกเหนือจากเลขอ้างอิงที่ 140

เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 142 ถึง 145"
F6,214010,290,145,142,1,เจ้าหนี้ภาษีค้างจ่าย,Other Tax Payables,214000,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง จำนวนค้างจ่ายหรือรอนำส่งของภาษีมูลค่าเพิ่มรอนำส่ง ภาษีสรรพสามิต ค่าอากรจ่ายแก่กรมศุลกากร ภาษีเงินได้หัก ณ ที่จ่าย ภาษีธุรกิจเฉพาะ,"Include payables for value added tax, excise tax , customs duty, withholding tax, special business tax",,,,,,หมายถึง ค่าภาษีหรืออากรค้างจ่าย เช่น ภาษีมูลค่าเพิ่มรอนำส่ง ภาษีสรรพสามิต ค่าอากรจ่ายแก่กรมศุลกากร ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย ที่บริษัทคาดว่าจะต้องจ่ายภายในระยะเวลา 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,214020,292,146,143,1,เจ้าหนี้กองทุนน้ำมันเชื้อเพลิง,Payables From Oil Fuel Fund,214000,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้เงินนำส่งกองทุนน้ำมันเชื้อเพลิงตามพระราชบัญญัติกองทุนน้ำมันเชื้อเพลิง ซึ่งจะถึงกำหนดชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,214030,294,147,144,1,เจ้าหนี้กองทุนพัฒนาไฟฟ้า,Payables From Power Fund,214000,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้ทีเงินนำส่งงกองทุนพัฒนาไฟฟ้าตามพระราชบัญญัติการประกอบกิจการพลังงาน ซึ่งจะถึงกำหนดชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
F6,214090,300,148,145,1,เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,Other Tax Or Other Payables Under Law And Regulations - Others,214000,1,,N,23,BS_L,หนี้สินหมุนเวียน,รวมถึง เจ้าหนี้ที่เป็นหน่วยงานที่จัดตั้งขึ้นตามกฎหมาย เช่น เจ้าหนี้สำนักงานกองทุนอ้อยและน้ำตาลทราย,Include payables from institution established under law such as payables from the office of the Sugar Cane and Sugar Fund ,,,,,,หมายถึง เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท โดยจะถึงกำหนดชำระภายใน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน นอกเหนือจากเลขอ้างอิงที่ 142 ถึง 144
F6,219900,302,149,146,0,หนี้สินหมุนเวียนอื่น,Other Current Liabilities,219999,1,,N,23,BS_L,หนี้สินหมุนเวียน,,,,,,,,หมายถึง หนี้สินหมุนเวียนอื่นใด นอกเหนือจากเลขอ้างอิงที่ 110 ถึง 145
F6,219999,297,150,147,0,รวมหนี้สินหมุนเวียน,Total Current Liabilities,209999,1,B,NV,23,BS_L,หนี้สินหมุนเวียน,ใช้ในการคำนวณ Current Ratio,For calculation of Current Ratio,,,Y,,,รวมหนี้สินหมุนเวียน เป็นผลรวมของเลขอ้างอิงที่ 110 ถึง 146
F6,220000,T6,151,148,0,หนี้สินไม่หมุนเวียน,Non-Current Liabilities,No,,B Fix,T,,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,หนี้สินไม่หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 149 ถึง 182
F6,221100,214,152,149,0,เจ้าหนี้การค้าและเจ้าหนี้ไม่หมุนเวียนอื่น,Trade And Other Payables - Non-Current,229999,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,"หมายถึง เจ้าหนี้การค้าและเจ้าหนี้อื่นซึ่งมีรอบการจ่ายชำระเกินกว่ารอบระยะเวลาดำเนินงานตามปกติของบริษัท หรือถึงกำหนดชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน ประกอบด้วยรายการดังต่อไปนี้
1. เจ้าหนี้การค้า หมายถึง จำนวนเงินที่บริษัทค้างชำระค่าสินค้าหรือค่าบริการที่ซื้อมาเพื่อขายหรือเพื่อใช้ในการผลิตสินค้าหรือบริการตามปกติ และตั๋วเงินจ่ายที่บริษัทออกให้เพื่อชำระค่าสินค้าหรือบริการดังกล่าว ซึ่งการจัดประเภทดังกล่าวขึ้นอยู่กับลักษณะการประกอบธุรกิจของบริษัท
2. เจ้าหนี้อื่น หมายถึง เจ้าหนี้อื่นที่มิใช่เจ้าหนี้การค้า เช่น เงินทดรองรับ เจ้าหนี้ค่าซื้อสินทรัพย์ถาวร เจ้าหนี้ค่าซื้อธุรกิจ เจ้าหนี้ตามสัญญาโอนสิทธิ เป็นต้น

เจ้าหนี้การค้าและเจ้าหนี้ไม่หมุนเวียนอื่น ประกอบด้วยเลขอ้างอิงที่ 150 ถึง 153"
F6,221110,217,153,150,1,บุคคลหรือกิจการอื่น,Other Parties,221100,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้การค้าและเจ้าหนี้ไม่หมุนเวียนอื่นที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,221120,219,154,151,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,221100,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้การค้าและเจ้าหนี้ไม่หมุนเวียนอื่นที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F6,221130,221,155,152,1,เจ้าหนี้ค่าที่ดินและค่าก่อสร้าง,Land And Construction Cost Payables,221100,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,หมายถึง เจ้าหนี้ที่เกี่ยวกับการซื้อที่ดินและค่าก่อสร้าง เฉพาะในส่วนที่ไม่หมุนเวียน
F6,221160,225,156,153,1,เจ้าหนี้ไม่หมุนเวียนอื่น,Other Non-Current Payables,221100,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,รวมถึง เงินทดรองรับ เจ้าหนี้ค่าซื้อสินทรัพย์ถาวร ,"Include advances, fixed assets payable",,,,,,หมายถึง เจ้าหนี้ไม่หมุนเวียนอื่น นอกเหนือจากเลขอ้างอิงที่ 150 ถึง 152 เช่น เงินทดรองรับ เจ้าหนี้ค่าซื้อสินทรัพย์ถาวร เจ้าหนี้ค่าซื้อธุรกิจ เจ้าหนี้ตามสัญญาโอนสิทธิ เป็นต้น 
F6,222500,275,157,154,0,ค่าใช้จ่ายค้างจ่าย - ไม่หมุนเวียน,Accrued Expenses - Non-Current,229999,1,,N,23,BS_L,หนี้สินไม่หมุนเวียน,,,,,,,,หมายถึง จำนวนเงินที่บริษัทค้างชำระค่าสินค้าหรือค่าบริการที่ซื้อมา ซึ่งยังไม่ได้รับใบแจ้งหนี้จากผู้ขายหรือผู้ให้บริการที่บริษัทมีรอบการจ่ายชำระเกินรอบระยะเวลาดำเนินงานตามปกติของบริษัท หรือถึงกำหนดชำระเกิน 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน
