form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical name
F2,121670,35,62,62,1,เงินลงทุนที่วางเป็นประกัน,Investment Pledged As Collateral,121600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง เงินลงทุนที่บริษัทนำไปวางเป็นประกันสำหรับหนี้สินหรือหนี้สินที่อาจเกิดขึ้น รวมถึงเงินลงทุนที่ให้ยืมในธุรกรรมให้ยืมหลักทรัพย์ ซึ่งบริษัทคาดว่าจะถือครองเกินกว่า 12 เดือน เพื่อให้เป็นไปตามมาตรฐานการรายงานทางการเงิน ฉบับที่ 9 เรื่อง เครื่องมือทางการเงิน และมาตรฐานการรายงานทางการเงิน ฉบับที่ 7 เรื่องการเปิดเผยข้อมูลสำหรับเครื่องมือทางการเงิน ซึ่งกำหนดให้เปิดเผยมูลค่าตามบัญชีของสินทรัพย์ทางการเงินที่บริษัทนำไปวางเป็นหลักประกันสำหรับหนี้สินหรือหนี้สินที่อาจเกิดขึ้น แยกต่างหากจากสินทรัพย์อื่น

เงินลงทุนที่วางเป็นประกัน ประกอบด้วยเลขอ้างอิงที่ 63 ถึง 64",
F2,121671,37,63,63,2,เงินลงทุนที่วางเป็นประกันและไม่ได้ให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง,Investment Pledged As Collateral That Cannot Be Sold Or Repledged By The Transferee,121670,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่ต้องจัดประเภทรายการใหม่แยกจากสินทรัพย์อื่นซึ่งบริษัทคาดว่าจะถือครองเกินกว่า 12 เดือน เนื่องจากคู่สัญญา (ผู้รับโอนสินทรัพย์) ไม่มีสิทธิในการนำสินทรัพย์ดังกล่าวไปขายหรือวางเป็นหลักประกันอีกทอดหนึ่ง,
F2,121672,39,64,64,2,เงินลงทุนที่วางเป็นประกันและให้สิทธิผู้รับโอนขายหรือวางประกันอีกทอดหนึ่ง,Investment Pledged As Collateral That Can Be Sold Or Repledged By The Transferee,121670,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่ต้องจัดประเภทรายการใหม่แยกจากสินทรัพย์อื่น ซึ่งบริษัทคาดว่าจะถือครองเกินกว่า 12 เดือน เนื่องจากคู่สัญญา (ผู้รับโอนสินทรัพย์) มีสิทธิในการนำสินทรัพย์ดังกล่าวไปขายหรือวางเป็นหลักประกันอีกทอดหนึ่ง,
F2,122600,85,65,65,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using The Equity Method - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้ เฉพาะส่วนของเงินลงทุนที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่าเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 66 ถึง 68",
F2,122610,87,66,66,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,
F2,122620,89,67,67,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,
F2,122630,91,68,68,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,122600,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น ที่บันทึกด้วยวิธีส่วนได้เสีย (Equity method) สุทธิจากค่าเผื่อการด้อยค่า,
F2,122700,93,69,69,0,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ,"Investment In Subsidiaries, Associates And Joint Ventures Using Other Methods - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น,"Only the investments measured at cost , net from the allowance for impairment and/or at fair value .",,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,"หมายถึง รายการดังต่อไปนี้
1. เงินลงทุนในบริษัทย่อย หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น
2. เงินลงทุนในบริษัทร่วม หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม
3. เงินลงทุนในการร่วมค้า หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น

ทั้งนี้ เฉพาะส่วนของเงินลงทุนที่บันทึกบัญชีด้วย วิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรมเท่านั้น

เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า อื่น ๆ - สุทธิ เป็นรายการสุทธิของเลขอ้างอิงที่ 70 ถึง 72",
F2,122710,95,70,70,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,
F2,122720,97,71,71,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,
F2,122730,99,72,72,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,
F2,122400,74,73,73,0,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,Non-Current Portion Of Long-Term Loan Receivables,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่มีกำหนดชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น  นอกเหนือจากเลขอ้างอิงที่ 50 51 และ 54

เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ  - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 74 ถึง 75",
F2,122410,76,74,74,1,บุคคลหรือกิจการอื่น,Other Parties,122400,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปีที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),
F2,122420,78,75,75,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,122400,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง  เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปีที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),
F2,123000,110,76,76,0,สินทรัพย์อนุพันธ์ - ไม่หมุนเวียน,Derivative Assets - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ที่ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) และ อนุพันธ์ที่ปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง,"Include trading and hedging derivatives (not applying hedge accounting), and derivatives for hedging that the company has chosen to apply hedge accounting",,,,,,"หมายถึง มูลค่ายุติธรรมของตราสารอนุพันธ์ หรือส่วนปรับมูลค่าของตราสารอนุพันธ์ที่มีผลสุทธิเป็นกำไร ของตราสารอนุพันธ์เพื่อค้า และตราสารอนุพันธ์ที่ถือไว้เพื่อป้องกันความเสี่ยง รวมถึงอนุพันธ์แฝงที่บริษัทรับรู้แยกออกมาจากสัญญาหลัก เฉพาะส่วนที่มีอายุสัญญาคงเหลือ หรือส่วนที่บริษัทคาดว่าจะมีระยะเวลาในการปิดสถานะเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน

สินทรัพย์อนุพันธ์ ประกอบด้วยรายการดังต่อไปนี้
1. อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) หมายถึง ตราสารอนุพันธ์ที่บริษัทถือไว้เพื่อค้า ที่บริษัทถือไว้เพื่อป้องกันความเสี่ยงของบริษัทโดยไม่ได้เลือกปฏิบัติตามการบัญชีป้องกันความเสี่ยง ซึ่งรวมถึงการทำสัญญาอนุพันธ์ที่ทำกับลูกค้า และอนุพันธ์แฝงที่แยกออกจากสัญญาหลักได้ โดยมีลักษณะทุกข้อต่อไปนี้ 
1.1 มูลค่าของอนุพันธ์ดังกล่าวจะผันแปรไปตามอัตราดอกเบี้ย ราคาของตราสารการเงิน ราคาสินค้าโภคภัณฑ์ อัตราแลกเปลี่ยน ดัชนีราคาหรือดัชนีอื่น เช่น อันดับความน่าเชื่อถือ หรือตัวแปรอื่นใด 
1.2 ไม่มีการจ่ายเงินลงทุนสุทธิเมื่อเริ่มแรก หรือจ่ายด้วยจำนวนเพียงเล็กน้อยเมื่อเทียบกับมูลค่าของสัญญาประเภทอื่น ซึ่งมีการตอบสนองในลักษณะเดียวกันของปัจจัยตลาด 
1.3 มีกำหนดการรับหรือการจ่ายชำระในอนาคต

2. อนุพันธ์เพื่อการบัญชีป้องกันความเสี่ยง หมายถึง อนุพันธ์ที่บริษัทถือไว้โดยมีวัตถุประสงค์เพื่อใช้ในการป้องกันความเสี่ยง และบริษัทเลือกปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง (ตามที่กำหนดไว้ในมาตรฐานการรายงานทางการเงิน ฉบับที 9 เรื่อง เครื่องมือทางการเงิน)",
F2,123100,112,77,77,0,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,Other Non-Current Financial Assets,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง สินทรัพย์ทางการเงินอื่น ๆ ที่คาดว่าจะได้รับชำระเป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 50 51 54 55 65 69 73 และ 76

สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น ประกอบด้วยเลขอ้างอิงที่ 78 ถึง 80",
F2,123140,118,78,78,1,ลูกหนี้ไม่หมุนเวียนอื่น,Other Non-Current Receivables,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง เงินทดรองจ่าย ลูกหนี้จากการขายสินทรัพย์ถาวร ,"Other receivables include advances, receivables from disposal of fixed assets",,,,,,หมายถึง ลูกหนี้ไม่หมุนเวียนอื่น นอกเหนือจากเลขอ้างอิงที่ 51 และ 54,
F2,123110,114,79,79,1,เงินมัดจำ,Deposits,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง เงินประกันการเช่า,Include rental deposits,,,,,,หมายถึง เงินมัดจำที่บริษัทได้จ่ายชำระตามเงื่อนไขของสัญญา ซึ่งบริษัทคาดว่าจะได้รับชำระคืนเป็นเงินสดหรือสินทรัพย์ทางการเงิน เป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท,
F2,123190,120,80,80,1,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น - อื่น ๆ,Other Non-Current Financial Assets - Others,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง ลูกหนี้จากการขายเงินลงทุน ค่าหุ้นค้างรับ ลูกหนี้จากการปรับโครงสร้างหนี้,"Include receivables from sales of investments, receivable from shareholders for issuance of capital stock, receivables from troubled debt restructurings",,,,,,หมายถึง สินทรัพย์ทางการเงินอื่น ๆ ที่คาดว่าจะได้รับชำระเป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 78 ถึง 79 เช่น ลูกหนี้จากการปรับโครงสร้างหนี้ (ยกเว้นกรณีที่บริษัทสามารถระบุประเภทของลูกหนี้จากการปรับโครงสร้าหนี้ได้ เช่น ลูกหนี้การค้า ลูกหนี้ตามสัญญาเช่า หรือเงินให้กู้ยืม ที่จะจัดประเภทเป็นสินทรัพย์รายการนั้น ๆ)   ลูกหนี้จากการขายเงินลงทุน ค่าหุ้นค้างรับ,
F2,123200,122,81,81,0,สินทรัพย์ที่เกิดจากสัญญา - ไม่หมุนเวียน,Contract Assets - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สิทธิที่บริษัทจะได้รับค่าตอบแทนเป็นการแลกเปลี่ยนกับสินค้าหรือบริการซึ่งบริษัทได้โอนการควบคุมในสินค้าหรือบริการให้กับลูกค้าแล้ว โดยสิทธิดังกล่าวเป็นสิทธิที่มีเงื่อนไข (ไม่เข้าเงื่อนไขของการเป็นสิทธิอันปราศจากเงื่อนไขตามที่กำหนดไว้ในรายการลูกหนี้การค้าข้างต้น) กล่าวคือ ยังมีเงื่อนไขบางประการ นอกจากเงื่อนไขเวลา เช่น บริษัทต้องปฏิบัติให้เสร็จสิ้นตามผลการปฏิบัติงานในอนาคตเพื่อให้เข้าเงื่อนไขการจ่ายชำระตามสัญญา (Milestone payments) หรือยังไม่ถึงกำหนดเรียกชำระเงินจากลูกค้าตามขั้นความสำเร็จของงาน เป็นต้น ทั้งนี้ รวมถึงรายได้ค้างรับ เฉพาะส่วนที่ไม่หมุนเวียนคือคาดว่าจะได้รับชำระภายในระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท,
F2,123700,129,82,82,0,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,Investment Properties - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง สินทรัพย์สิทธิการใช้ที่เข้านิยามการจัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน,Include right-of-use assets which are classified as investment properties,,,,,,หมายถึง อสังหาริมทรัพย์ (ที่ดิน หรืออาคาร หรือส่วนของอาคาร/ส่วนควบอาคาร หรือ ทั้งที่ดินและอาคาร) ที่ถือครองโดยเจ้าของ หรือได้มาตามสัญญาเช่า (สินทรัพย์สิทธิการใช้) เพื่อหาประโยชน์จากรายได้ค่าเช่าหรือจากการเพิ่มขึ้นของมูลค่าของสินทรัพย์ หรือทั้งสองอย่าง โดยไม่ได้มีไว้เพื่อใช้ในการผลิตหรือจัดหาสินค้า ให้บริการ ใช้ในการบริหารงานของบริษัท หรือขายตามลักษณะการประกอบธุรกิจตามปกติ  โดยแสดงด้วยมูลค่ายุติธรรม หรือราคาทุนสุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า,
F2,123800,131,83,83,0,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"Property, Plant And Equipment - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Fixed Asset Turnover","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Fixed Asset Turnover",,,,,,"หมายถึง สินทรัพย์ที่มีตัวตนที่บริษัทมีไว้เพื่อใช้ประโยชน์ในการผลิต หรือเพื่อใช้ในการจำหน่ายสินค้าหรือให้บริการ หรือเพื่อใช้ในการบริหารงาน รวมถึงสังหาริมทรัพย์เพื่อให้เช่า โดยที่บริษัทคาดว่าจะใช้ประโยชน์ได้มากกว่าหนึ่งรอบระยะเวลารายงาน 

ทั้งนี้ รวมถึงสินทรัพย์สิทธิการใช้ในที่ดิน อาคาร และอุปกรณ์ ที่เข้าตามคำนิยามข้างต้น ซึ่งบริษัทเลือกที่จะไม่แยกแสดงเป็นสินทรัพย์สิทธิการใช้ - สุทธิ (เลขอ้างอิงที่ 84) ",
F2,123900,133,84,84,0,สินทรัพย์สิทธิการใช้ - สุทธิ,Right-Of-Use Assets - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,"- ไม่รวมสินทรัพย์สิทธิการใช้ที่จัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน ที่กำหนดให้แสดงรวมอยู่ในรายการอสังหาริมทรัพย์เพื่อการลงทุน – สุทธิ
- ใช้ในการคำนวณ Fixed Asset Turnover","- Exclude right-of-use assets which are classified as investment properties that are included in investment properties - Net
- For calculation of Fixed Asset Turnover",,,,,,หมายถึง สินทรัพย์ที่แสดงสิทธิของผู้เช่าในการใช้สินทรัพย์ตามสัญญาเช่า เช่า สุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า เฉพาะในกรณีที่บริษัทเลือกที่จะแสดงรายการสินทรัพย์สิทธิการใช้เป็นรายการแยกต่างหาก ทั้งนี้ ไม่รวมสินทรัพย์สิทธิการใช้ที่จัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน ที่กำหนดให้แสดงรวมอยู่ในอสังหาริมทรัพย์เพื่อการลงทุน – สุทธิ (เลขอ้างอิงที่ 82)  ข้างต้น,
F2,124100,136,85,85,0,สินทรัพย์ไม่มีตัวตน - สุทธิ,Intangible Assets - Net,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง สินทรัพย์ที่ไม่เป็นตัวเงินที่สามารถระบุได้และไม่มีลักษณะทางกายภาพ ที่ไม่ใช่ค่าความนิยม เช่น ลิขสิทธิ์ สิทธิบัตร สิทธิในสัมปทาน เป็นต้น โดยแสดงด้วยราคาทุนหรือมูลค่ายุติธรรมที่ตีใหม่สุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า

สินทรัพย์ไม่มีตัวตน - สุทธิ ประกอบด้วยเลขอ้างอิงที่ 87 ถึง 88",
F2,124120,139,86,86,1,ค่าลิขสิทธิ์ซอฟต์แวร์,Software Licences,124100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ไม่มีตัวตนประเภทลิขสิทธิ์ซอฟต์แวร์,
F2,124190,142,87,87,1,สินทรัพย์ไม่มีตัวตน - อื่น ๆ,Intangible Assets - Others,124100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ไม่มีตัวตนประเภทอื่น ๆ ที่นอกเหนือจากเลขอ้างอิงที่ 87,
F2,124200,144,88,88,0,ค่าความนิยม - สุทธิ,Goodwill - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ที่แสดงถึงประโยชน์เชิงเศรษฐกิจในอนาคตอื่นที่บริษัทคาดว่าจะได้รับจากการรวมธุรกิจ ซึ่งประโยชน์ในอนาคตอื่นนั้นไม่สามารถระบุและรับรู้เป็นรายการแยกต่างหากได้ เช่น ต้นทุนที่ประหยัดได้จากการรวมธุรกิจ การได้มาซึ่งบุคลากรที่มีความรู้ความสามารถในธุรกิจ เป็นต้น โดยแสดงด้วยมูลค่าสุทธิจากค่าเผื่อการด้อยค่า,
F2,124400,147,89,89,0,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,Deferred Tax Assets,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ภาษีเงินได้รอตัดบัญชีที่บริษัทจะได้ใช้ประโยชน์ในอนาคต ซึ่งเกิดจากผลแตกต่างชั่วคราว เช่น บริษัทสามารถนำจำนวนดังกล่าวหักเป็นค่าใช้จ่ายทางภาษีในอนาคต ขาดทุนทางภาษีที่บริษัทคาดว่าจะนำไปใช้ประโยชน์ในการลดจำนวนภาษีที่ต้องชำระ รวมทั้งเครดิตภาษีที่บริษัทคาดว่าจะได้รับประโยชน์ในการลดจำนวนภาษีที่ต้องจ่ายชำระ ,
F2,124500,149,90,90,0,ภาษีเงินได้นิติบุคคลค้างรับ - ไม่หมุนเวียน,Income Tax Receivable - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง จำนวนภาษีเงินได้นิติบุคคลที่บริษัทสามารถขอคืนได้และคาดว่าจะได้คืน หรือจะได้รับประโยชน์เป็นเครดิตทางภาษี เป็นระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน,
F2,125000,156,91,91,0,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - ไม่หมุนเวียน,Other Tax Or Other Receivables Under Law And Regulations - Non-Current,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท ที่บริษัทสามารถขอคืนได้และคาดว่าจะได้คืน หรือจะได้รับประโยชน์เป็นเครดิตทางภาษี ในระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน นอกเหนือจากเลขอ้างอิงที่ 90

ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - ไม่หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 92 ถึง 93",
F2,125010,158,92,92,1,ลูกหนี้ภาษีค้างรับ,Other Tax Receivables,125000,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง ภาษีมูลค่าเพิ่มที่รอขอคืน เครดิตอากรนำเข้าจากกรมศุลกากร,Include claimable value added tax refund and custom duty credit,,,,,,หมายถึง ค่าภาษีหรืออากรค้างรับหรือ เครดิตทางภาษีที่จะได้รับจากหน่วยงานจัดเก็บ เช่น ภาษีธุรกิจเฉพาะ ภาษีสรรพสามิต เครดิตภาษีอากรนำเข้าจากกรมศุลกากร ภาษีมูลค่าเพิ่มที่รอขอคืน ที่บริษัทคาดว่าจะได้รับชำระคืนหรือได้รับประโยชน์ในระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน,
F2,125090,164,93,93,1,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,Other Tax Or Other Receivables Under Law And Regulations - Others,125000,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท โดยจะถึงกำหนดรับชำระในระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน  นอกเหนือจากเลขอ้างอิงที่ 92,
