form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy,historical_name
F6,122710,95,73,71,1,เงินลงทุนในบริษัทย่อย,Investment In Subsidiaries,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมในกิจการผู้ถูกลงทุนนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,เงินลงทุนในบริษัทย่อยและกองทุนรวม หรือ เงินลงทุนในบริษัทย่อย-สุทธิ
F6,122720,97,74,72,1,เงินลงทุนในบริษัทร่วม,Investment In Associates,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอิทธิพลอย่างมีนัยสำคัญในกิจการผู้ถูกลงทุนนั้น แต่ไม่ถึงกับมีอำนาจควบคุมหรือมีการควบคุมร่วม ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,
F6,122730,99,75,73,1,เงินลงทุนในการร่วมค้า,Investment In Joint Ventures,122700,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,งบการเงินรวมและงบการเงินที่จัดทำขึ้นตามวิธีส่วนได้เสียไม่ควรมีค่า,Should have no value in Consolidated and EQ method financial statements.,หมายถึง เงินลงทุนที่บริษัทมีอำนาจควบคุมร่วมในกิจการผู้ถูกลงทุนนั้น โดยบริษัทมีสิทธิในสินทรัพย์สุทธิของการร่วมการงานนั้น ที่บันทึกบัญชีด้วยวิธีราคาทุนสุทธิจากค่าเผื่อการด้อยค่า และ/หรือ วิธีมูลค่ายุติธรรม,
F6,122400,74,76,74,0,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี,Non-Current Portion Of Long-Term Loan Receivables,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับเฉพาะส่วนที่มีกำหนดชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเงินให้กู้ยืมในลักษณะอื่นใดที่บริษัทคาดว่าจะได้รับชำระเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน สุทธิจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น ที่นอกเหนือจากเลขอ้างอิงที่ 53 54 58 59 และ 60 ที่ได้แยกแสดงตามรายการข้างต้นแล้ว

เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี ประกอบด้วยเลขอ้างอิงที่ 75 ถึง 76",เงินให้กู้ยืมระยะยาวแก่บริษัทย่อย-สุทธิจากส่วนที่ถึงกำหนดชำระคืนภายในหนึ่งปี
F6,122410,76,77,75,1,บุคคลหรือกิจการอื่น,Other Parties,122400,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับส่วนที่ถึงกำหนดชำระเกินกว่า 12 เดือน แก่บุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),เงินให้กู้ยืมระยะยาวแก่กิจการอื่น หรือ -สุทธิจากส่วนที่ถึงกำหนดรับคืนภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทและบุคคลอื่น
F6,122420,78,78,76,1,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,122400,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับส่วนที่ถึงกำหนดชำระเกินกว่า 12 เดือน แก่บุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน),เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับแก่กิจการที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมแก่บริษัทร่วมและดอกเบี้ยค้างรับ หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทที่เกี่ยวข้องกัน หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทย่อยและดอกเบี้ยค้างรับ-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน-สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทย่อย หรือ เงินให้กู้ยืมระยะยาวแก่บริษัทร่วมและดอกเบี้ยค้างรับ หรือ เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน
F6,123000,110,80,77,0,สินทรัพย์อนุพันธ์ - ไม่หมุนเวียน,Derivative Assets - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ที่ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) และ อนุพันธ์ที่ปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง,"Include trading and hedging derivatives (not applying hedge accounting), and derivatives for hedging that the company has chosen to apply hedge accounting",,,,,,"หมายถึง มูลค่ายุติธรรมของตราสารอนุพันธ์ หรือส่วนปรับมูลค่าของตราสารอนุพันธ์ที่มีผลสุทธิเป็นกำไรของตราสารอนุพันธ์เพื่อค้าและตราสารอนุพันธ์ที่ถือไว้เพื่อป้องกันความเสี่ยง รวมถึงอนุพันธ์แฝงที่บริษัทรับรู้แยกออกมาจากสัญญาหลัก เฉพาะส่วนที่มีอายุสัญญาคงเหลือหรือส่วนที่บริษัทคาดว่าจะมีระยะเวลาในการปิดสถานะเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน

สินทรัพย์อนุพันธ์ ประกอบด้วยรายการดังต่อไปนี้
1. อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) หมายถึง ตราสารอนุพันธ์ที่บริษัทถือไว้เพื่อค้า ที่บริษัทถือไว้เพื่อป้องกันความเสี่ยงของบริษัทโดยไม่ได้เลือกปฏิบัติตามการบัญชีป้องกันความเสี่ยง ซึ่งรวมถึงการทำสัญญาอนุพันธ์ที่กับลูกค้า และอนุพันธ์แฝงที่แยกออกจากสัญญาหลักได้ โดยมีลักษณะทุกข้อต่อไปนี้ 
1.1 มูลค่าของอนุพันธ์ดังกล่าวจะผันแปรไปตามอัตราดอกเบี้ย ราคาของตราสารการเงิน ราคาสินค้าโภคภัณฑ์ อัตราแลกเปลี่ยน ดัชนีราคาหรือดัชนีอื่น เช่น อันดับความน่าเชื่อถือ หรือตัวแปรอื่นใด 
1.2 ไม่มีการจ่ายเงินลงทุนสุทธิเมื่อเริ่มแรก หรือจ่ายด้วยจำนวนเพียงเล็กน้อยเมื่อเทียบกับมูลค่าของสัญญาประเภทอื่น ซึ่งมีการตอบสนองในลักษณะเดียวกันของปัจจัยตลาด 
1.3 มีกำหนดการรับหรือการจ่ายชำระในอนาคต

2. อนุพันธ์เพื่อการบัญชีป้องกันความเสี่ยง หมายถึง อนุพันธ์ที่บริษัทถือไว้โดยมีวัตถุประสงค์เพื่อใช้ในการป้องกันความเสี่ยง และบริษัทเลือกปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง (ตามที่กำหนดไว้ในมาตรฐานการรายงานทางการเงิน ฉบับที่ 9 เรื่อง เครื่องมือทางการเงิน)",
F6,123100,112,81,78,0,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,Other Non-Current Financial Assets,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง สินทรัพย์ทางการเงินอื่น ๆ ที่บริษัทคาดว่าจะได้รับชำระเป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 53 ถึง 77

สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น ประกอบด้วยเลขอ้างอิงที่ 79 ถึง 81",
F6,123110,114,82,79,1,เงินมัดจำ,Deposits,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง เงินประกันการเช่า,Include rental deposits,,,,,,หมายถึง เงินมัดจำที่บริษัทได้จ่ายชำระตามเงื่อนไขของสัญญา รวมถึงเงินประกันการเช่า ซึ่งบริษัทคาดว่าจะได้รับชำระคืนเป็นเงินสดหรือสินทรัพย์ทางการเงินอื่นเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท,เงินมัดจำระยะยาว หรือ เงินมัดจำค่าที่ดินไม่หมุนเวียน หรือ เงินมัดจำค่าที่ดิน
F6,123120,116,83,80,1,เงินประกันผลงาน,Retentions,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง เงินประกันผลงานที่บริษัทถูกหักไว้เพื่อการประกันผลงานตามเงื่อนไขของสัญญา ซึ่ง บริษัทคาดว่าจะได้รับชำระคืนเป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท,
F6,123190,120,84,81,1,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น - อื่น ๆ,Other Non-Current Financial Assets - Others,123100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง ลูกหนี้จากการขายเงินลงทุน ค่าหุ้นค้างรับ ลูกหนี้จากการปรับโครงสร้างหนี้,"Include receivables from sales of investments, receivable from shareholders for issuance of capital stock, receivables from troubled debt restructurings",,,,,,หมายถึง สินทรัพย์ทางการเงินอื่น ๆ ที่คาดว่าจะได้รับชำระเป็นระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท นอกเหนือจากเลขอ้างอิงที่ 79 ถึง 80 เช่น ลูกหนี้จากการปรับโครงสร้างหนี้ (ยกเว้นกรณีที่บริษัทสามารถระบุประเภทของลูกหนี้จากการปรับโครงสร้าหนี้ได้ เช่น ลูกหนี้การค้า ลูกหนี้หมุนเวียนอื่น หรือเงินให้กู้ยืม ที่จะจัดประเภทเป็นสินทรัพย์รายการนั้น ๆ) ลูกหนี้จากการขายเงินลงทุน ค่าหุ้นค้างรับ เป็นต้น,สินทรัพย์สกุลเงินดิจิทัล หรือ สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรม หรือ สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น
F6,123200,122,85,82,0,สินทรัพย์ที่เกิดจากสัญญา - ไม่หมุนเวียน,Contract Assets - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง รายได้ค้างรับ,Include accrued income,,,,,,หมายถึง สิทธิที่บริษัทจะได้รับค่าตอบแทนเป็นการแลกเปลี่ยนกับสินค้าหรือบริการซึ่งบริษัทได้โอนการควบคุมในสินค้าหรือบริการให้กับลูกค้าแล้ว โดยสิทธิดังกล่าวเป็นสิทธิที่มีเงื่อนไข (ไม่เข้าเงื่อนไขของการเป็นสิทธิอันปราศจากเงื่อนไขตามที่กำหนดไว้ในรายการลูกหนี้การค้าข้างต้น) กล่าวคือ ยังมีเงื่อนไขบางประการ นอกจากเงื่อนไขเวลา ตัวอย่างเช่น บริษัทต้องปฏิบัติให้เสร็จสิ้นตามผลการปฏิบัติงานในอนาคตเพื่อให้เข้าเงื่อนไขการจ่ายชำระตามสัญญา (Milestone payments) หรือยังไม่ถึงกำหนดเรียกชำระเงินจากลูกค้าตามขั้นความสำเร็จของงาน เป็นต้น ทั้งนี้ รวมถึงรายได้ค้างรับ เฉพาะส่วนที่ไม่หมุนเวียนคือคาดว่าจะได้รับชำระภายในระยะเวลาเกินกว่า 12 เดือน หรือเกินกว่ารอบระยะเวลาการดำเนินงานปกติของบริษัท,สินทรัพย์โครงการไฟฟ้าพลังน้ำภายใต้สัญญาสัมปทาน หรือ สินทรัพย์ที่เกิดจากสัญญา-ไม่หมุนเวียน
F6,123300,124,86,83,0,สินทรัพย์ชีวภาพ - ไม่หมุนเวียน,Biological Assets - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สัตว์หรือพืชที่มีชีวิต ที่บริษัทคาดว่าจะได้รับประโยชน์ หรือตั้งใจจะขายเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน หรือเกินกว่ารอบระยะเวลาการดำเนินการตามปกติของบริษัท,สินทรัพย์ชีวภาพไม่หมุนเวียน
F6,123600,127,87,84,0,ที่ดินและต้นทุนโครงการรอการพัฒนา,Land And Projects Held For Future Development,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,ที่ดิน หรืออสังหาริมทรัพย์ส่วนที่ได้มาเพื่อพัฒนาเป็นอสังหาริมทรัพย์เพื่อขาย,Land or property acquired for a purpose of development and sale.,,,,,,หมายถึง ที่ดิน หรืออสังหาริมทรัพย์ที่บริษัทพัฒนาอสังหาริมทรัพย์ได้มาเพื่อวัตถุประสงค์ในการพัฒนาเป็นอสังหาริมทรัพย์เพื่อขาย เฉพาะในส่วนที่รอการพัฒนาที่คาดว่าจะแล้วเสร็จเกินกว่า 12 เดือนหรือรอบระยะเวลาการดำเนินงานปกติ,โครงการอสังหาริมทรัพย์รอการพัฒนา-สุทธิ หรือ ที่ดินรอการพัฒนา
F6,123700,129,88,85,0,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,Investment Properties - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง สินทรัพย์สิทธิการใช้ที่เข้านิยามการจัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน,Include right-of-use assets which are classified as investment properties,,,,,,"หมายถึง อสังหาริมทรัพย์ (ที่ดิน หรืออาคาร หรือส่วนของอาคาร/ส่วนควบอาคาร หรือ ทั้งที่ดินและอาคาร) ที่ถือครองโดยเจ้าของ หรือได้มาตามสัญญาเช่า (สินทรัพย์สิทธิการใช้) เพื่อหาประโยชน์จากรายได้ค่าเช่าหรือจากการเพิ่มขึ้นของมูลค่าของสินทรัพย์ หรือทั้งสองอย่าง โดยไม่ได้มีไว้เพื่อใช้ในการผลิตหรือจัดหาสินค้า ให้บริการ ใช้ในการบริหารงานของบริษัท หรือขายตามลักษณะการประกอบธุรกิจตามปกติ  โดยแสดงด้วยมูลค่ายุติธรรม หรือราคาทุนสุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า

",อสังหาริมทรัพย์เพื่อการลงทุน หรือ อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ หรือ อสังหาริมทรัพย์เพื่อการลงทุน-สุทธิ
F6,123800,131,89,86,0,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"Property, Plant And Equipment - Net",129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Fixed Asset Turnover","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Fixed Asset Turnover",,,,,,"หมายถึง สินทรัพย์ที่มีตัวตนที่บริษัทมีไว้เพื่อใช้ประโยชน์ในการผลิต หรือเพื่อใช้ในการจำหน่ายสินค้าหรือให้บริการ หรือเพื่อใช้ในการบริหารงาน รวมถึงสังหาริมทรัพย์เพื่อให้เช่า โดยที่บริษัทคาดว่าจะใช้ประโยชน์ได้มากกว่าหนึ่งรอบระยะเวลารายงาน โดยแสดงด้วยราคาทุนหรือมูลค่ายุติธรรมที่ตีใหม่สุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า

ทั้งนี้ รวมถึง สินทรัพย์สิทธิการใช้ในที่ดิน อาคาร และอุปกรณ์ ที่เข้าตามคำนิยามข้างต้น ซึ่งบริษัทเลือกที่จะไม่แยกแสดงเป็น “สินทรัพย์สิทธิการใช้ – สุทธิ” (เลขอ้างอิงที่ 87) ",ที่ดินอาคารและอุปกรณ์สุทธิ หรือ อาคารและอุปกรณ์ หรือ ที่ดินอาคารและอุปกรณ์ หรือ ที่ดินอาคารและอุปกรณ์-สุทธิ
F6,123900,133,90,87,0,สินทรัพย์สิทธิการใช้ - สุทธิ,Right-Of-Use Assets - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,"- ไม่รวมสินทรัพย์สิทธิการใช้ที่จัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน ที่กำหนดให้แสดงรวมอยู่ในรายการอสังหาริมทรัพย์เพื่อการลงทุน – สุทธิ
- ใช้ในการคำนวณ Fixed Asset Turnover","- Exclude right-of-use assets which are classified as investment properties that are included in investment properties - Net
- For calculation of Fixed Asset Turnover",,,,,,หมายถึง สินทรัพย์ที่แสดงสิทธิของผู้เช่าในการใช้สินทรัพย์ตามสัญญาเช่า สุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า เฉพาะในกรณีที่บริษัทเลือกที่จะแสดงรายการสินทรัพย์สิทธิการใช้เป็นรายการแยกต่างหาก ทั้งนี้ ไม่รวมสินทรัพย์สิทธิการใช้ที่จัดประเภทเป็นอสังหาริมทรัพย์เพื่อการลงทุน ที่กำหนดให้แสดงรวมอยู่ในอสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ (เลขอ้างอิงที่ 85) ข้างต้น  ,สินทรัพย์สิทธิการใช้สุทธิ หรือ สินทรัพย์สิทธิการใช้-สุทธิ หรือ สินทรัพย์สิทธิการใช้
F6,124100,136,91,88,0,สินทรัพย์ไม่มีตัวตน - สุทธิ,Intangible Assets - Net,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง สินทรัพย์ที่ไม่เป็นตัวเงินที่สามารถระบุได้และไม่มีลักษณะทางกายภาพ ที่ไม่ใช่ค่าความนิยม เช่น ลิขสิทธิ์ สิทธิบัตร สิทธิในสัมปทาน เป็นต้น โดยแสดงด้วยราคาทุนหรือมูลค่ายุติธรรมที่ตีใหม่สุทธิจากค่าเสื่อมราคาสะสมและการด้อยค่า

สินทรัพย์ไม่มีตัวตน - สุทธิ ประกอบด้วยเลขอ้างอิงที่ 90 ถึง 92",
F6,124120,139,92,89,1,ค่าลิขสิทธิ์ซอฟต์แวร์,Software Licences,124100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ไม่มีตัวตนประเภทลิขสิทธิ์ซอฟต์แวร์,สินทรัพย์ไม่มีตัวตน-โปรแกรมคอมพิวเตอร์ หรือ สินทรัพย์ไม่มีตัวตน
F6,124110,137,93,90,1,สิทธิในสัมปทานสิทธิและสิทธิอื่น ๆ,Concession And Other Rights,124100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง สิทธิที่ได้จากรัฐ และสินทรัพย์ไม่มีตัวตนที่เป็นสิทธิที่ระบุได้ที่รับรู้จากการรวมธุรกิจ,Include rights from government grants and rights from business combination,,,,,,หมายถึง สินทรัพย์ไม่มีตัวตนที่รับรู้จากสิทธิตามสัญญาสัมปทานที่บริษัทได้รับ  รวมถึงสิทธิที่ได้จากการรวมธุรกิจที่เป็นสินทรัพย์ไม่มีตัวตนที่สามารถระบุได้,การทำเหมืองแร่จ่ายล่วงหน้า หรือ ผู้ถือหุ้นของบริษัท หรือ สิทธิในการดำเนินการผลิตและจำหน่ายไฟฟ้า-ส่วนของผู้มีส่วนได้เสียที่ไม่มีอำนาจควบคุมของบริษัทย่อย หรือ สินแร่
F6,124190,142,94,91,1,สินทรัพย์ไม่มีตัวตน - อื่น ๆ,Intangible Assets - Others,124100,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง ลิขสิทธิ์ สิทธิบัตร สิทธิในสัมปทาน ,"Include license, patents, concession rights",,,,,,หมายถึง สินทรัพย์ไม่มีตัวตนประเภทอื่น ๆ ที่นอกเหนือจากเลขอ้างอิงที่ 90 ถึง 91,สินทรัพย์ไม่มีตัวตนสุทธิ หรือ สินทรัพย์ไม่มีตัวตนอื่น หรือ สินทรัพย์ไม่มีตัวตน หรือ สินทรัพย์ไม่มีตัวตน-สุทธิ หรือ สินทรัพย์ไม่มีตัวตนอื่น-สุทธิ หรือ สินทรัพย์ไม่มีตัวตนอื่นนอกจากค่าความนิยม
F6,124130,140,95,92,0,สินทรัพย์ที่เกิดจากการสํารวจและการประเมินค่า,Exploration And Evaluation Assets,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ที่เกิดจากการสํารวจและการประเมินค่า ซึ่งอยู่ระหว่างการพิสูจน์ความเป็นไปได้ทางเทคนิคและความเป็นไปได้ในเชิงพาณิชย์ของการนำเอาทรัพยากรแร่มาใช้ หลังจากที่บริษัทได้รับสิทธิทางกฎหมายให้ทำการสำรวจในพื้นที่ที่ระบุไว้ ซึ่งกิจกรรมการสำรวจในพื้นที่ที่จะก่อให้เกิดประโยชน์ยังไม่ถึงขั้นที่สามารถประเมินถึงความมีอยู่จริงของปริมาณสำรองในเชิงพาณิชย์ได้อย่างสมเหตุสมผล และกิจกรรมการสำรวจยังดำเนินอยู่โดยต่อเนื่อง  ซึ่งบริษัทได้รับรู้เป็นสินทรัพย์ตามนโยบายการบัญชีของบริษัท ซึ่งบริษัทจะพิจารณาเพื่อรับรู้เป็นสินทรัพย์ภายใต้ ที่ดิน อาคารและอุปกรณ์หรือสินทรัพย์ไม่มีตัวตนตามลักษณะของสินทรัพย์ที่ได้มา ในภายหลังหากเข้าเงื่อนไขและมีความเป็นไปได้ค่อนข้างแน่ว่าจะสามารถก่อให้เกิดประโยชน์เชิงเศรษฐกิจในอนาคต,
F6,124200,144,96,93,0,ค่าความนิยม - สุทธิ,Goodwill - Net,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ที่แสดงถึงประโยชน์เชิงเศรษฐกิจในอนาคตอื่นที่บริษัทคาดว่าจะได้รับจากการรวมธุรกิจ ซึ่งประโยชน์ในอนาคตอื่นนั้นไม่สามารถระบุและรับรู้เป็นรายการแยกต่างหากได้ เช่น ต้นทุนที่ประหยัดได้จากการรวมธุรกิจ การได้มาซึ่งบุคลากรที่มีความรู้ความสามารถในธุรกิจ เป็นต้น โดยแสดงด้วยมูลค่าสุทธิจากค่าเผื่อการด้อยค่า,ค่าความนิยม หรือ ค่าความนิยมสุทธิ
F6,124400,147,97,94,0,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,Deferred Tax Assets,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง สินทรัพย์ภาษีเงินได้รอตัดบัญชีที่บริษัทจะได้ใช้ประโยชน์ในอนาคต ซึ่งเกิดจากผลแตกต่างชั่วคราว เช่น บริษัทสามารถนำจำนวนดังกล่าวหักเป็นค่าใช้จ่ายทางภาษีในอนาคต ขาดทุนทางภาษีที่บริษัทคาดว่าจะนำไปใช้ประโยชน์ในการลดจำนวนภาษีที่ต้องชำระ รวมทั้งเครดิตภาษีที่บริษัทคาดว่าจะได้รับประโยชน์ในการลดจำนวนภาษีที่ต้องจ่ายชำระ,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี-สุทธิ หรือ สินทรัพย์ภาษีเงินได้รอการตัดบัญชี หรือ สินทรัพย์ภาษีเงินได้รอการตัดบัญชีสุทธิ
F6,124500,149,98,95,0,ภาษีเงินได้นิติบุคคลค้างรับ - ไม่หมุนเวียน,Income Tax Receivable - Non-Current,129999,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,หมายถึง จำนวนภาษีเงินได้นิติบุคคลที่บริษัทขอคืนหรือสามารถขอคืนได้และบริษัทคาดว่าจะได้รับคืน ไม่ว่าจะเป็นในรูปเงินคืนภาษีหรือเครดิตเพื่อลดจำนวนภาษีที่ต้องชำระ เป็นระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน,ภาษีเงินได้ถูกหักณที่จ่าย หรือ ภาษีเงินได้หักณที่จ่าย หรือ สินทรัพย์ภาษีเงินได้ของงวดปีก่อน หรือ ภาษีเงินได้รอขอคืน
F6,125000,156,99,96,0,ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - ไม่หมุนเวียน,Other Tax Or Other Receivables Under Law And Regulations - Non-Current,129999,1,,R,23,BS_A,สินทรัพย์ไม่หมุนเวียน,,,,,,,,"หมายถึง ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท ที่บริษัทสามารถขอคืนได้และคาดว่าจะได้คืน หรือจะได้รับประโยชน์เป็นเครดิตทางภาษี ในระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน นอกเหนือจากเลขอ้างอิงที่ 95

ลูกหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - ไม่หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 97 ถึง 100",
F6,125010,158,100,97,1,ลูกหนี้ภาษีค้างรับ,Other Tax Receivables,125000,1,,N,23,BS_A,สินทรัพย์ไม่หมุนเวียน,รวมถึง ภาษีมูลค่าเพิ่มที่รอขอคืน เครดิตอากรนำเข้าจากกรมศุลกากร ภาษีสรรพสามิต,"Include claimable value added tax refund, custom duty credit and excise tax",,,,,,หมายถึง ค่าภาษีหรืออากรค้างรับ หรือเครดิตทางภาษีที่จะได้รับจากหน่วยงานจัดเก็บ เช่น ภาษีสรรพสามิต เครดิตภาษีอากรนำเข้าจากกรมศุลกากร ภาษีมูลค่าเพิ่มที่รอขอคืน ที่บริษัทคาดว่าจะได้รับชำระคืนหรือได้รับประโยชน์ในระยะเวลาเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน,
