,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
58,ค่าสินไหมทดแทนสุทธิ,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The closest match from the provided taxonomy list is 'ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน' with SET Code '420900'. Although the input term 'ค่าสินไหมทดแทนสุทธิ' implies a net value, the taxonomy list lacks an exact match for 'net claims'. Therefore, we select the gross amount as a close alternative.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[83343077.0, 57970958]"
59,ค่าจ้างและค่าบำเหน็จ,422100,ค่าใช้จ่ายในการดำเนินงาน,The input item name is ค่าจ้างและค่าบำเหน็จ and fs_category is ค่าใช้จ่าย. The most relevant item in the Taxonomy list is ค่าใช้จ่ายในการดำเนินงาน with set code 422100. ,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[38237694.0, 31121997]"
60,ค่าใช้จ่ายในการรับประกันภัยอื่น,421200,ค่าใช้จ่ายในการรับประกันภัยอื่น,"The query matches the item_in_taxonomy ""ค่าใช้จ่ายในการรับประกันภัยอื่น"" exactly.  This item also has fs_category related to ค่าใช้จ่าย.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[58238295.0, 47423471]"
61,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการดำเนินงาน,The input is ค่าใช้จ่ายในการดำเนินงาน and fs_category is ค่าใช้จ่าย. Found item_in_taxonomy ค่าใช้จ่ายในการดำเนินงาน and fs_category กำไรขาดทุน in the Taxonomy list. So the SET Code is 422100 and Item in Taxonomy is ค่าใช้จ่ายในการดำเนินงาน,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[30237893.0, 27690636]"
62,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,"From the Taxonomy list, I found the item_in_taxonomy ""รวมค่าใช้จ่าย"" which matches the input query. And the fs_category from input metadata is ค่าใช้จ่าย which is related to the fs_category from the Taxonomy list item.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[210056959.0, 164207062]"
63,กำไร (ขาดทุน) ก่อนภาษีเงินได้,409994,กำไร (ขาดทุน) ก่อนภาษีเงินได้,Found item_in_taxonomy กำไร (ขาดทุน) ก่อนภาษีเงินได้ from the Taxonomy list that match with fs_category กำไร (ขาดทุน) ก่อนภาษีเงินได้ in the INPUT METADATA.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"[13483325.0, -26296152]"
64,ผลประโยชน์ภาษีเงินได้,449900,ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"The financial report line item name is ผลประโยชน์ภาษีเงินได้ and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน, fs_category is ผลประโยชน์ภาษีเงินได้.  The most relevant item in the Taxonomy list is ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง with set code 449900.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ผลประโยชน์ภาษีเงินได้,"[25369.0, 1110864]"
65,กำไร (ขาดทุน) สำหรับงวด,409996,กำไร (ขาดทุน) สุทธิ สำหรับงวด,The closest match for the input query 'กำไร (ขาดทุน) สำหรับงวด' based on fs_category and item_in_taxonomy is 'กำไร (ขาดทุน) สุทธิ สำหรับงวด'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) สำหรับงวด,"[13508694.0, -25185288]"
66,กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The query mentions 'กำไรขาดทุนเบ็ดเสร็จอื่น' and 'ไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง' which matches the fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น-ไม่จัดประเภทในภายหลัง' from the Taxonomy list. Thus, the selected SET Code and Item in Taxonomy are the most relevant.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง,"[1281365.0, 394753]"
67,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน กำไรหรือขาดทุนในภายหลัง,459900,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"The query matches the item_in_taxonomy ""ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง"" in the Taxonomy list. Thus, the set_code is ""459900"".",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน กำไรหรือขาดทุนในภายหลัง,"[-256273.0, -78951]"
68,กำไรขาดทุนเบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี,409998,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,"The input 'กำไรขาดทุนเบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี'  matches the fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น' and item_in_taxonomy 'กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี' in the Taxonomy list. Thus, the correct SET Code is '409998'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี,"[1025092.0, 315802]"
69,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,409999,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,fs_category is กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด  which matched to taxonomy list with the same fs_category and the closet item name,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,"[14533786.0, -24869486]"
70,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน,480100,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น),"The input item name is กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน, fs_category is กำไร (ขาดทุน) ต่อหุ้น. Found item in taxonomy กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น) with fs_category กำไรต่อหุ้น which is related. Thus returning กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น) with set_code 480100",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) ต่อหุ้น,"[0.007099, -0.013235]"
71,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน   ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,The query mentions 'กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน   ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น' which matches the item_in_taxonomy 'กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน   ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"[1281365.0, 394753]"
72,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน    กำไรหรือขาดทุนในภายหลัง,459900,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,The query 'ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน    กำไรหรือขาดทุนในภายหลัง' is related to fs_category 'ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน    กำไรหรือขาดทุนในภายหลัง'  and best matches the item 'ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง' in the provided taxonomy list.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน    กำไรหรือขาดทุนในภายหลัง,"[-256273.0, -78951]"
73,กำไร (ขาดทุน) ต่อหุ้น  กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน,480100,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น),The input query's fs_category is กำไร (ขาดทุน) ต่อหุ้น  กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน and financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน.  The Taxonomy list item with set_code 480100 and item_in_taxonomy กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น) is matched because fs_category is related to the input query's fs_category and financial_statement_type is PL,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไร (ขาดทุน) ต่อหุ้น  กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน,"[0.007099, -0.013235]"
74,เบี้ยประกันภัยรับ,410126,เบี้ยประกันภัยรับ,The user is looking for the item เบี้ยประกันภัยรับ in the taxonomy list. This item is present in the provided taxonomy list with SET Code 410126. ,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[613276424.0, 427321392]"
75,เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,420200,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,"The query 'เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' is related to insurance, similar to the item 'หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' in the taxonomy list. Considering the financial statement type is 'งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน' and fs_category is 'รายได้',  'หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ' is the most relevant match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-263394958.0, -244206902]"
76,เบี้ยประกันภัยรับสุทธิ,400299,เบี้ยประกันภัยรับสุทธิ,The query 'เบี้ยประกันภัยรับสุทธิ' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The other properties also match the input metadata.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[349881466.0, 183114490]"
77,สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่มขึ้น,420300,หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน,"The query mentions 'สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้' which closely matches the item 'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' in the taxonomy. The taxonomy item's definition also aligns with the query, indicating changes in unearned premium reserves. Although the input's fs_category is รายได้, the closest matching item belongs to the fs_category กำไรขาดทุน. Therefore, we prioritize the item_in_taxonomy for this match.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[14841302.0, 14132621]"
78,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,400399,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,"The query matches the item_in_taxonomy ""เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ"" in the taxonomy list. Also, the fs_category of both query and matched taxonomy item is related to รายได้.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[364722768.0, 197247111]"
79,รายได้ค่าจ้างและค่าบำเหน็จ,410127,รายได้ค่าจ้างและค่าบำเหน็จ,Found an exact match for the input query 'รายได้ค่าจ้างและค่าบำเหน็จ' in the Taxonomy list.  The input metadata financial_statement_type งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน is similar conceptual to financial_statement_type PL in the Taxonomy list.  The input metadata fs_category รายได้ is similar conceptual to fs_category กำไรขาดทุน in the Taxonomy list.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[90549057.0, 86888791]"
80,รายได้จากการลงทุน,410128,รายได้จากการลงทุนสุทธิ,"The query 'รายได้จากการลงทุน' is related to investment income, and after reviewing the taxonomy list, the closest match is 'รายได้จากการลงทุนสุทธิ' (Net Investment Income) with SET Code '410128'. This item's meaning in the taxonomy aligns with the query, covering various forms of investment income like interest, dividends, and rental income.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[7809301.0, 4618487]"
81,ขาดทุนจากเครื่องมือทางการเงิน,431610,กำไร (ขาดทุน) อื่นจากเครื่องมือทางการเงิน,"The closest match from the provided taxonomy list is กำไร (ขาดทุน) อื่นจากเครื่องมือทางการเงิน, as the input mentions ขาดทุนจากเครื่องมือทางการเงิน and the input's fs_category is รายได้. ",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-694274.0, -1154554]"
82,ขาดทุนจากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,431620,ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน,"The query mentions the loss from fair value adjustment of financial instruments. There are a few taxonomy items related to fair value adjustments, but the closest match to the query, considering the financial statement type and fs_category, is ""ผลกำไร (ขาดทุน) จากการลงทุน กำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรมของเครื่องมือทางการเงิน"" with SET Code 431620.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[-6961973.0, -12072475]"
83,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น and the input metadata fs_category is รายได้. An item in the Taxonomy list with item_in_taxonomy as รายได้อื่น has fs_category as กำไรขาดทุน, which is related to รายได้.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[1885049.0, 4070146]"
84,รวมรายได้,410200,รายได้อื่น,"The closest match from the provided taxonomy list is 'รายได้อื่น' because the input query 'รวมรายได้' suggests a broad category of income, and 'รายได้อื่น' serves as a catch-all for income types not listed elsewhere in the taxonomy.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,รายได้,"[457309928.0, 279597506]"
85,ค่าสินไหมทดแทน,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The input name 'ค่าสินไหมทดแทน' directly matches with the meaning of taxonomy in the list. Thus, the selected SET Code is 420900 and Item in Taxonomy is ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[351615731.0, 237085025]"
86,หัก ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,421000,หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,"The query mentions 'หัก ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' which closely resembles the item 'หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' in the provided taxonomy list.  The taxonomy item's definition also aligns with the query, focusing on reimbursements related to insurance claims.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[-181301035.0, -123250744]"
87,ค่าสินไหมทดแทนสุทธิ,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The closest match from the provided taxonomy list is 'ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน' because the input query refers to net claims paid, which aligns with the definition of this taxonomy item. Although the input specifies 'net,' the taxonomy item lists 'gross,' which is acceptable as it encompasses both gross and net figures.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[170314696.0, 113834281]"
88,ค่าจ้างและค่าบำเหน็จ,422100,ค่าใช้จ่ายในการดำเนินงาน,"The most relevant item considering the input 'ค่าจ้างและค่าบำเหน็จ' and fs_category 'ค่าใช้จ่าย' from the financial report is 'ค่าใช้จ่ายในการดำเนินงาน'. Although there are items containing 'ค่าจ้างและค่าบำเหน็จ', their fs_category does not relate to 'ค่าใช้จ่าย'. Therefore, 'ค่าใช้จ่ายในการดำเนินงาน' is selected.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[95284523.0, 64682110]"
89,ค่าใช้จ่ายในการรับประกันภัยอื่น,421200,ค่าใช้จ่ายในการรับประกันภัยอื่น,"The query 'ค่าใช้จ่ายในการรับประกันภัยอื่น' is an exact match with the 'item_in_taxonomy' field in the taxonomy list.  Also, the fs_category field 'กำไรขาดทุน' is related to 'ค่าใช้จ่าย' from the input metadata.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[171500882.0, 80499452]"
90,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการดำเนินงาน,"The input line item name is ค่าใช้จ่ายในการดำเนินงาน and financial statement type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,  fs_category is ค่าใช้จ่าย.  The most relevant item in the Taxonomy list is ค่าใช้จ่ายในการดำเนินงาน with set code 422100. ",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[61104994.0, 63067724]"
91,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,The query 'รวมค่าใช้จ่าย' is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' is 'กำไรขาดทุน' which is related to the input metadata 'fs_category' with value 'ค่าใช้จ่าย'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,ค่าใช้จ่าย,"[498205095.0, 322083567]"
92,ขาดทุนก่อนภาษีเงินได้,409994,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"The input name 'ขาดทุนก่อนภาษีเงินได้' is an exact match to the item 'กำไร (ขาดทุน) ก่อนภาษีเงินได้' in the provided taxonomy list.  Also, the input metadata financial_statement_type is 'งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน' which maps to 'PL' which is the same as the taxonomy financial_statement_type.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,null,"[-40895167.0, -42486061]"
93,ผลประโยชน์ภาษีเงินได้,439800,ภาษีเงินได้,The closest match from the provided taxonomy list is  'ภาษีเงินได้' given the input 'ผลประโยชน์ภาษีเงินได้' and the input metadata financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน. fs_category is null.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,null,"[50459.0, 2561938]"
94,ขาดทุนสำหรับงวด,409996,กำไร (ขาดทุน) สุทธิ สำหรับงวด,"The INPUT's financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน and fs_category is null. Thus the output's financial_statement_type should be 'PL'. Since the input 'ขาดทุนสำหรับงวด' is similar to the output's item_in_taxonomy 'กำไร (ขาดทุน) สุทธิ สำหรับงวด', we output the set_code as '409996'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,null,"[-40844708.0, -39924123]"
95,กำไรจากการวัดมูลค่าใหม่ของผลประโยชน์พนักงาน ที่กำหนดไว้,450200,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The input name suggests an item related to remeasurement of investment in equity instruments. Although the input mentions ""employee benefits,"" the context of remeasurement points towards investment gains/losses. Therefore, the closest match in the taxonomy list is ""กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น"" under the category ""กำไรขาดทุนเบ็ดเสร็จอื่น-ไม่จัดประเภทในภายหลัง"".",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง,"[28029.0, 0]"
96,กำไรจากการวัดมูลค่าเงินลงทุนในตราสารทุน ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The query mentions 'กำไรขาดทุนเบ็ดเสร็จอื่น' and 'ไม่ถูกจัดประเภทใหม่ไว้ในกำไรหรือขาดทุนในภายหลัง', indicating the relevant fs_category is 'กำไรขาดทุนเบ็ดเสร็จอื่น-ไม่จัดประเภทในภายหลัง'. The closest matching item is 'กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนในตราสารทุนด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น'.",งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง,"[1609178.0, 385422]"
97,ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน กำไรหรือขาดทุนในภายหลัง,459900,ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,The query 'ภาษีเงินได้ของรายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน กำไรหรือขาดทุนในภายหลัง' is an exact match to the item 'ภาษีเงินได้ของรายการที่จะไม่จัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง' in the taxonomy list. The fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น-ไม่จัดประเภทในภายหลัง' also aligns with the input metadata 'กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง'.,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง,"[-321836.0, -77084]"
98,กำไรขาดทุนเบ็ดเสร็จอื่นสำหรับงวด - สุทธิจากภาษี,409998,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,The query mentions 'กำไรขาดทุนเบ็ดเสร็จอื่น' and 'สุทธิจากภาษี' which directly corresponds to the item 'กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี' in the taxonomy. The fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น' also aligns with the input metadata. ,งบกำไรขาดทุนเบ็ดเสร็จ สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน,กำไรขาดทุนเบ็ดเสร็จอื่น รายการที่จะไม่ถูกจัดประเภทใหม่ไว้ใน       กำไรหรือขาดทุนในภายหลัง,"[1287342.0, 308338]"
