,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
52,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,"Found item_in_taxonomy  ""รวมค่าใช้จ่าย"" with fs_category ""กำไรขาดทุน"" that is related to input metadata fs_category ""ค่าใช้จ่าย"".",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[810853828.0, 781602165, 810853828, 781602165]"
53,กำไรก่อนค่าใช้จ่ายภาษีเงินได้,409994,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"The input 'กำไรก่อนค่าใช้จ่ายภาษีเงินได้' combined with the fs_category 'กำไรก่อนค่าใช้จ่ายภาษีเงินได้' from the input metadata,  aligns with the 'item_in_taxonomy' value 'กำไร (ขาดทุน) ก่อนภาษีเงินได้' in the Taxonomy list. Therefore, the selected SET Code is '409994'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรก่อนค่าใช้จ่ายภาษีเงินได้,"[29870665.0, 50690621, 30873438, 48915986]"
54,ค่าใช้จ่ายภาษีเงินได้,439800,ภาษีเงินได้,"The input item name 'ค่าใช้จ่ายภาษีเงินได้' is an exact match with the 'item_in_taxonomy' field in the Taxonomy list. Thus, the 'set_code' is '439800'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่ายภาษีเงินได้,"[-7099794.0, -8249103, -7300350, -7894175]"
55,กำไรสำหรับงวด,409996,กำไร (ขาดทุน) สุทธิ สำหรับงวด,"The input query 'กำไรสำหรับงวด'  appears in the meaning_of_taxonomy of the Taxonomy list item with SET Code 409996. Thus, the SET Code 409996 and Item in Taxonomy 'กำไร (ขาดทุน) สุทธิ สำหรับงวด' are selected.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรสำหรับงวด,"[22770871.0, 42441518, 23573088, 41021811]"
56,กำไรต่อหุ้น,480100,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น),"The input query 'กำไรต่อหุ้น' with fs_category 'กำไรต่อหุ้นขั้นพื้นฐาน' from financial report is related to 'กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น)' in the taxonomy list. Thus, the set_code is '480100'.",งบกำไรขาดทุน  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรต่อหุ้นขั้นพื้นฐาน,"[0.599233, 1.116882, 0.620344, 1.079521]"
57,รายการที่จะถูกบันทึกในส่วนของกำไรขาดทุนในภายหลัง: ผลขาดทุนของอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน ที่เป็นเงินตราต่างประเทศ,440500,ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน,"The query mentions ""ผลขาดทุนของอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน"" which matches the taxonomy item ""ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน"" related to currency translation. And the input metadata financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, fs_category is กำไรขาดทุนเบ็ดเสร็จอื่น. Thus, the appropriate SET Code is 440500.",งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จอื่น,"[-592787.0, -1160762.0, 0.0, 0.0]"
58,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนเผื่อขาย ที่วัดมูลค่าผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,441000,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,The input query explicitly mentions  'วัดมูลค่าผ่านกำไรขาดทุนเบ็ดเสร็จอื่น' which most closely aligns with the definition of 'กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น' in the provided taxonomy list. ,งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จอื่น,"[-27065747.0, 18892823.0, -27065747.0, 18892823.0]"
59,บวก (หัก): ผลกระทบของภาษีเงินได้,449900,ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"The input mentions  'ผลกระทบของภาษีเงินได้' which implies tax impact on items that might be reclassified later. Considering the fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น' from the metadata, the closest match in the taxonomy list is 'ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง' with SET Code '449900'.",งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จอื่น,"[5531706.0, -3546412.0, 5413150.0, -3778565.0]"
60,รายการที่จะถูกบันทึกในส่วนของกำไรขาดทุนในภายหลัง - สุทธิจากภาษีเงินได้,409998,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,"The input mentions items that will be recorded in profit or loss later, and it's net of tax. This closely aligns with the definition of ""กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี"" (Other Comprehensive Income (Expense) - Net Of Tax) in the taxonomy list, which refers to the total of other comprehensive income, including items that may be reclassified to profit or loss later.",งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จอื่น,"[-22126828.0, 14185649.0, -21652597.0, 15114258.0]"
61,กำไรเบ็ดเสร็จรวมสำหรับงวด,409999,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,The query 'กำไรเบ็ดเสร็จรวมสำหรับงวด' directly matches the item 'กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด' in the taxonomy list.  The fs_category of this item is 'กำไรขาดทุนเบ็ดเสร็จอื่น' which is related to the input metadata 'กำไรเบ็ดเสร็จรวมสำหรับงวด'.,งบกำไรขาดทุนเบ็ดเสร็จ   สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรเบ็ดเสร็จรวมสำหรับงวด,"[644043.0, 56627167.0, 1920491.0, 56136069.0]"
62,เบี้ยประกันภัยรับ,410126,เบี้ยประกันภัยรับ,"The input item name is เบี้ยประกันภัยรับ and the input metadata financial_statement_type is งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567, fs_category is รายได้.  The item in the Taxonomy list with item_in_taxonomy value as เบี้ยประกันภัยรับ also have fs_category as กำไรขาดทุน which is related to รายได้. Thus, the SET Code should be 410126 and Item in Taxonomy should be เบี้ยประกันภัยรับ",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[1908034596.0, 1922594684, 1908034596, 1922594684]"
63,หัก: เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,420200,หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ,"The query mentions ""หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ"" which directly matches the item ""หัก เบี้ยประกันภัยจ่ายจากการเอาประกันภัยต่อ"" in the provided taxonomy list. Thus, this item best represents the input query.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-456881530.0, -379184034, -456881530, -379184034]"
64,เบี้ยประกันภัยรับสุทธิ,410126,เบี้ยประกันภัยรับ,"The closest match from the provided taxonomy list is เบี้ยประกันภัยรับ with SET Code 410126, as it shares a similar meaning and falls under the correct financial statement type and fs_category.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[1451153066.0, 1543410650, 1451153066, 1543410650]"
65,บวก (หัก): สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้ (เพิ่ม) ลดลงจากงวดก่อน,420300,หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน,"The query mentions 'สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้' and 'ลดลงจากงวดก่อน' which closely match with the definition of 'หัก สำรองเบี้ยประกันภัยที่ยังไม่ถือเป็นรายได้เพิ่ม (ลด) จากงวดก่อน' in the taxonomy. Thus, this item is selected.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[45549210.0, -111278919, 45549210, -111278919]"
66,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,400399,เบี้ยประกันภัยที่ถือเป็นรายได้สุทธิจากการประกันภัยต่อ,"The query perfectly matches the 'item_in_taxonomy' field in the Taxonomy list, and the 'financial_statement_type' is 'PL', which aligns with the input metadata 'งบกำไรขาดทุน'.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[1496702276.0, 1432131731, 1496702276, 1432131731]"
67,รายได้ค่าจ้างและค่าบำเหน็จ,410127,รายได้ค่าจ้างและค่าบำเหน็จ,"From the Taxonomy list,  found item_in_taxonomy: รายได้ค่าจ้างและค่าบำเหน็จ with set_code: 410127. ",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[115092429.0, 90016599, 115092429, 90016599]"
68,รายได้จากการลงทุน,410128,รายได้จากการลงทุนสุทธิ,"The query mentions 'รายได้จากการลงทุน' which closely translates to 'investment income'.  The closest matching item from the taxonomy list is 'รายได้จากการลงทุนสุทธิ' (Net Investment Income) under SET Code 410128. Although the query doesn't explicitly mention 'สุทธิ' (net), it's a common accounting practice to report investment income after expenses, hence 'รายได้จากการลงทุนสุทธิ' is chosen.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[63748473.0, 63860656, 63748473, 63860656]"
69,กำไร (ขาดทุน) จากเงินลงทุน,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,The closest match from the provided taxonomy list is 'ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย' because the input mentions กำไร...จากเงินลงทุน and the input metadata specifies fs_category as รายได้ which means this income from investment should be share of profit.,งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-10078581.0, 5951957, -10078581, 5951957]"
70,ขาดทุนจากการปรับมูลค่ายุติธรรม,431640,ผลกำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรม,"The most relevant item from the taxonomy list is 'ผลกำไร (ขาดทุน) จากการปรับมูลค่ายุติธรรม' with SET Code '431640' because the input query explicitly mentions 'ขาดทุนจากการปรับมูลค่ายุติธรรม' which aligns with the meaning of this taxonomy item. Although the fs_category does not match, we will use item_in_taxonomy instead.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-87014.0, -28486815, -87014, -28486815]"
71,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนในบริษัทร่วม,431100,ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย,"The query mentions ""ส่วนแบ่งกำไร (ขาดทุน)"" and ""เงินลงทุน"" which is similar to the item in taxonomy ""ส่วนแบ่งกำไร (ขาดทุน) จากเงินลงทุนตามวิธีส่วนได้เสีย"". Also, this item's fs_category is related to รายได้.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[-1032905.0, 520985, 0, 0]"
72,รายได้อื่น,410200,รายได้อื่น,"The input item name is รายได้อื่น. The input metadata financial_statement_type งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 means the statement is P&L. The input metadata fs_category is รายได้. Thus, the matched taxonomy item is where financial_statement_type  is PL, fs_category is กำไรขาดทุน and item_in_taxonomy is รายได้อื่น.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[3225880.0, 1840370, 3225880, 1840370]"
73,รวมรายได้,410200,รายได้อื่น,"The input query 'รวมรายได้' suggests a general category of income. However, without more specific information, it's best to map it to a broader income category in the taxonomy. 'รายได้อื่น' (Other Income) serves as a suitable option as it encompasses various income streams not explicitly defined within the taxonomy.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,รายได้,"[1667570558.0, 1565835483, 1668603463, 1565314498]"
74,ค่าสินไหมทดแทนและค่าใช้จ่ายในการจัดการสินไหมทดแทน,420900,ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน,"The query mentions ค่าสินไหมทดแทนและค่าใช้จ่ายในการจัดการสินไหมทดแทน,  which aligns with the definition of ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน in the taxonomy list. Thus,  SET Code 420900 and Item in Taxonomy ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทน are the most appropriate matches.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[1190277151.0, 1027149716, 1190277151, 1027149716]"
75,หัก: ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,421000,หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ,The most relevant item from the provided taxonomy list is 'หัก ผลประโยชน์จ่ายตามกรมธรรม์ประกันภัยและค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' with SET code '421000' because the input query mentions 'ค่าสินไหมทดแทนรับคืนจากการประกันภัยต่อ' which directly corresponds to the item's description in the taxonomy. ,งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[-217974844.0, -135182786, -217974844, -135182786]"
76,ค่าจ้างและค่าบำเหน็จ,422100,ค่าใช้จ่ายในการดำเนินงาน,"The most relevant item from the provided taxonomy list is 'ค่าใช้จ่ายในการดำเนินงาน' with SET Code '422100' because its meaning aligns with the input query,  referring to operating expenses not related to underwriting or claims, such as employee expenses, building, and equipment expenses, and taxes.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[303210240.0, 302148243, 303210240, 302148243]"
77,ค่าใช้จ่ายในการรับประกันภัยอื่น,421200,ค่าใช้จ่ายในการรับประกันภัยอื่น,"The query's name directly matches the item ""ค่าใช้จ่ายในการรับประกันภัยอื่น"" in the provided taxonomy list. Also, the fs_category of both query and matched taxonomy item is 'ค่าใช้จ่าย'.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[138395905.0, 123659323, 138395905, 123659323]"
78,ค่าใช้จ่ายในการดำเนินงาน,422100,ค่าใช้จ่ายในการดำเนินงาน,"The input 'ค่าใช้จ่ายในการดำเนินงาน' matches directly with item_in_taxonomy in the Taxonomy list. Also, the fs_category 'ค่าใช้จ่าย' is found in the Taxonomy list. Thus, the SET Code is 422100.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[207747914.0, 190652104, 207747914, 190652104]"
79,ต้นทุนทางการเงิน,429900,ต้นทุนทางการเงิน,"The query ""ต้นทุนทางการเงิน"" is an exact match with the item ""ต้นทุนทางการเงิน"" in the provided taxonomy list.  This item belongs to the fs_category ""กำไรขาดทุน"", which is related to the input metadata 'ค่าใช้จ่าย'.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[702148.0, 797999, 702148, 797999]"
80,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700, (กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,"The meaning of taxonomy from the provided taxonomy list matches the query, and fs_category is กำไรขาดทุน, so use item_in_taxonomy instead of fs_category.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[162398.0, 143168, 162398, 143168]"
81,รวมค่าใช้จ่าย,429999,รวมค่าใช้จ่าย,"The query ""รวมค่าใช้จ่าย"" is a direct match with the item ""รวมค่าใช้จ่าย"" in the taxonomy list.  This item's fs_category is related to ""ค่าใช้จ่าย"".",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,ค่าใช้จ่าย,"[1622520912.0, 1509367767, 1622520912, 1509367767]"
82,กำไรก่อนค่าใช้จ่ายภาษีเงินได้,409994,กำไร (ขาดทุน) ก่อนภาษีเงินได้,"The input name ""กำไรก่อนค่าใช้จ่ายภาษีเงินได้"" matches the closest meaning to the item in taxonomy ""กำไร (ขาดทุน) ก่อนภาษีเงินได้"" which belong to the category ""กำไรขาดทุน"" and financial statement type is PL. ",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,null,"[45049646.0, 56467716, 46082551, 55946731]"
83,ค่าใช้จ่ายภาษีเงินได้,439800,ภาษีเงินได้,"The INPUT is ค่าใช้จ่ายภาษีเงินได้ and financial_statement_type from INPUT METADATA is งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,  relate to fs_category  กำไรขาดทุน. Thus, the most relevant item from the Taxonomy list is ภาษีเงินได้ with SET Code 439800.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,null,"[-11319825.0, -10543957, -11526407, -10439760]"
84,กำไรสำหรับงวด,409991,กำไร (ขาดทุน) สุทธิ สำหรับงวด / กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง,The input name 'กำไรสำหรับงวด' appears in the meaning of taxonomy of 'กำไร (ขาดทุน) สุทธิ สำหรับงวด / กำไร (ขาดทุน) จากการดำเนินงานต่อเนื่อง' with set code '409991'.,งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,null,"[33729821.0, 45923759, 34556144, 45506971]"
85,กำไรต่อหุ้น,480100,กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น),"The input ""กำไรต่อหุ้น"" most closely corresponds to the item ""กำไร (ขาดทุน) ต่อหุ้นขั้นพื้นฐาน (บาท/หุ้น)"" (Basic Earnings (Loss) Per Share (Baht/Share)) in the provided taxonomy list. Although there's no exact match, this item aligns best with the general concept of earnings per share.",งบกำไรขาดทุน  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,null,"[0.887627, 1.20852, 0.909372, 1.197552]"
86,กำไรสำหรับงวด,409999,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,The input name 'กำไรสำหรับงวด' is a general term often used to represent profit. Considering the provided fs_category 'กำไรขาดทุนเบ็ดเสร็จ' the closest matching item in the taxonomy is 'กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด' with set code '409999'.,งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[23573088, 41021811]"
87,ผลขาดทุนของอัตราแลกเปลี่ยนจากการแปลงค่างบการเงินที่เป็นเงินตราต่างประเทศ7.2,440500,ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน,"The query mentions ""ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน"" which directly corresponds to the item ""ผลต่างอัตราแลกเปลี่ยนจากการแปลงค่างบการเงิน"" in the taxonomy. Thus, this is the most appropriate match.",งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[0, 0]"
88,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนเผื่อขายที่วัดมูลค่าผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,441000,กำไร (ขาดทุน) จากการวัดมูลค่าเงินลงทุนที่วัดมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,"The query mentions 'กำไรขาดทุนเบ็ดเสร็จอื่น' which is related to fs_category 'กำไรขาดทุนเบ็ดเสร็จอื่น-จัดประเภทในภายหลัง'. Also, the query's meaning matches the meaning_of_taxonomy provided in the context.",งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[-27065747, 18892823]"
89,บวก (หัก): ผลกระทบของภาษีเงินได้,449900,ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง,"The query mentions  'ผลกระทบของภาษีเงินได้' which closely resembles the item 'ภาษีเงินได้ของรายการที่จะจัดประเภทรายการใหม่เข้าไปไว้ในกำไรหรือขาดทุนในภายหลัง' in the taxonomy list. Considering the provided fs_category 'กำไรขาดทุนเบ็ดเสร็จ', the most relevant option from the taxonomy list is chosen.",งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[5413150, -3778565]"
90,รายการที่จะถูกบันทึกในส่วนของกำไรขาดทุนในภายหลัง- สุทธิจากภาษีเงินได้,409998,กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี,"The input mentions after tax profit/loss which is similar to the item ""กำไร (ขาดทุน) เบ็ดเสร็จอื่น - สุทธิจากภาษี"" in the taxonomy list. And the input also mentioned the financial_statement_type is งบกำไรขาดทุนเบ็ดเสร็จ, fs_category is กำไรขาดทุนเบ็ดเสร็จ, which is matched the item in the taxonomy list. ",งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[-21652597, 15114258]"
91,กำไรเบ็ดเสร็จรวมสำหรับงวด,409999,กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด,The INPUT is กำไรเบ็ดเสร็จรวมสำหรับงวด and financial_statement_type from INPUT METADATA is งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 so the financial_statement_type is PL. The best match from the Taxonomy list is กำไร (ขาดทุน) เบ็ดเสร็จรวม สำหรับงวด with set_code 409999 because the fs_category is related to กำไรขาดทุนเบ็ดเสร็จ.,งบกำไรขาดทุนเบ็ดเสร็จ  สำหรับงวดสามเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กำไรขาดทุนเบ็ดเสร็จ,"[1920491, 56136069]"
92,เบี้ยประกันภัยรับจากการรับประกันภัยโดยตรง,550010,เบี้ยประกันภัยรับจากการรับประกันภัยโดยตรง,"The query matches the item_in_taxonomy ""เบี้ยประกันภัยรับจากการรับประกันภัยโดยตรง"" in the Taxonomy list.  The fs_category in Taxonomy list is กิจกรรมดำเนินงาน which is related to กระแสเงินสดจากกิจกรรมดำเนินงาน in the INPUT METADATA.",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[1904412000.0, 1898881335, 1904412472, 1898881335]"
93,เงินจ่ายเกี่ยวกับการประกันภัยต่อ,550022,เงินรับ (เงินจ่าย) เกี่ยวกับการประกันภัยต่อ,"The input query states 'เงินจ่ายเกี่ยวกับการประกันภัยต่อ' and the input metadata specifies the financial statement type as 'งบกระแสเงินสด' and fs category as 'กระแสเงินสดจากกิจกรรมดำเนินงาน'. The taxonomy list contains an item 'เงินรับ (เงินจ่าย) เกี่ยวกับการประกันภัยต่อ' with the set code '550022' which aligns with the input query and metadata. Therefore, the selected SET Code is '550022' and the item in taxonomy is 'เงินรับ (เงินจ่าย) เกี่ยวกับการประกันภัยต่อ'.",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[-144871000.0, -72329088, -144870951, -72329088]"
94,ดอกเบี้ยรับ,559500,รับดอกเบี้ย,"The INPUT of ดอกเบี้ยรับ matches item_in_taxonomy: รับดอกเบี้ย and the fs_category กระแสเงินสดจากกิจกรรมดำเนินงาน  relate to fs_category กิจกรรมดำเนินงาน in the Taxonomy list. Therefore, the correct SET Code is 559500 and Item in Taxonomy is รับดอกเบี้ย",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[17856960.0, 14905681, 17856958, 14905681]"
95,เงินปันผลรับ,559700,รับเงินปันผล,"The input 'เงินปันผลรับ' matches the item 'รับเงินปันผล' in the taxonomy list, and the fs_category 'กิจกรรมดำเนินงาน' is related to the input metadata 'กระแสเงินสดจากกิจกรรมดำเนินงาน'.",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[34241980.0, 47155179, 34241975, 47155179]"
96,รายได้อื่น,550019,รายได้อื่น,"From the Taxonomy list,  SET Code 550019 with Item ""รายได้อื่น"" matches the query ""รายได้อื่น"" and fs_category ""กิจกรรมดำเนินงาน""  which is related to the input metadata fs_category ""กระแสเงินสดจากกิจกรรมดำเนินงาน"".",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[3919596.0, 1858038, 3919596, 1858038]"
97,ค่าสินไหมทดแทนและค่าใช้จ่ายในการจัดการสินไหมทดแทนจากการรับประกันภัยโดยตรง,550024,ค่าสินไหมทดแทนจากการรับประกันภัยโดยตรง,"From the Taxonomy list, the item 'ค่าสินไหมทดแทนจากการรับประกันภัยโดยตรง' with SET Code '550024' is a more specific match to the input query. This item aligns with the fs_category 'กิจกรรมดำเนินงาน' which is related to the input metadata 'กระแสเงินสดจากกิจกรรมดำเนินงาน'.",งบกระแสเงินสด  สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567,กระแสเงินสดจากกิจกรรมดำเนินงาน,"[-1124856000.0, -1036711002, -1124855855, -1036711002]"
