form_no,set_code,dm_code,running_number,reference_no,indent,item_in_taxonomy,item_in_taxonomy_en,parent_code,parent_code_operation,formating,data_type,symbol,financial_statement_type,fs_category,description_th,description_en,opposite_code_short,mandatory_mapping,zone_code,warning_mapping_msg_th,warning_mapping_msg_en,meaning_of_taxonomy
F3,109900,165,43,40,0,สินทรัพย์อื่น - สุทธิ,Other Assets - Net,109999,1,,N,23,BS_A,สินทรัพย์,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง สินทรัพย์อื่นนอกจากที่กำหนดให้แสดงไว้ในเลขอ้างอิงที่ 2 ถึง 39
F3,109999,199,44,41,0,รวมสินทรัพย์,Total Assets,No,,BU,NV,23,BS_A,สินทรัพย์,"ใช้ในการคำนวณ Total Asset Turnover, Return on Asset","For calculation of Total Asset Turnover, Return on Asset",,Y,Y,,,รวมสินทรัพย์ เป็นผลรวมของเลขอ้างอิงที่ 2 ถึง 40
F3,200000,T4,45,42,0,หนี้สิน,Liabilities,No,,B Fix,T,,BS_L,หนี้สิน,,,,,,,,หนี้สิน ประกอบด้วยเลขอ้างอิงที่ 43 ถึง 78
F3,200600,208,46,43,0,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,Securities Sold Under Repurchase Agreements,209999,1,,N,23,BS_L,หนี้สิน,ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio,For calculation of Interest Bearing Debt / Equity Ratio,,,,,,หมายถึง การกู้ยืมเงินโดยมีข้อตกลงที่จะโอนสินทรัพย์ทางการเงินให้กับอีกฝ่ายหนึ่งเพื่อแลกเปลี่ยน กับเงินสดหรือสิ่งตอบแทนอื่น ในขณะเดียวกับที่ก่อให้เกิดภาระผูกพันที่จะซื้อสินทรัพย์ทางการเงินนั้นคืนในอนาคตด้วยจำนวนที่เท่ากับเงินสด หรือสิ่งตอบแทนอื่นที่ได้แลกเปลี่ยนไว้บวกดอกเบี้ยหรือ ผลตอบแทนอื่นที่คล้ายคลึงกัน
F3,200800,210,47,44,0,เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,Payables To Clearing House And Brokers,209999,1,,N,23,BS_L,หนี้สิน,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,"หมายถึง ยอดรวมของยอดดุลสุทธิ ดังต่อไปนี้ 
1. ยอดดุลสุทธิเจ้าหนี้สำนักหักบัญชี ที่เกิดจากการชำระราคาซื้อขายหลักทรัพย์รายวัน เฉพาะส่วนที่สำนักหักบัญชีมียอดสุทธิเป็นเจ้าหนี้และบริษัทหลักทรัพย์ยังค้างชำระ 
2. ยอดดุลสุทธิเจ้าหนี้สำนักหักบัญชี ที่เกิดจากการชำระราคาซื้อขายสัญญาซื้อขายล่วงหน้าผ่านสำนักหักบัญชี 
3. ยอดดุลสุทธิเจ้าหนี้บริษัทหลักทรัพย์ต่างประเทศที่เกิดจากการชำระราคาซื้อขายหลักทรัพย์หรือ ซื้อขายสัญญาซื้อขายล่วงหน้าในต่างประเทศผ่านบริษัทหลักทรัพย์ต่างประเทศ 
4. ยอดดุลสุทธิเจ้าหนี้บริษัทหลักทรัพย์ในประเทศที่เกิดจากการชำระราคาซื้อขายหลักทรัพย์หรือ ซื้อขายสัญญาซื้อขายล่วงหน้าในประเทศผ่านบริษัทหลักทรัพย์ในประเทศ "
F3,200900,211,48,45,0,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,Securities And Derivatives Business Payables,209999,1,,N,23,BS_L,หนี้สิน,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง ภาระของบริษัทหลักทรัพย์จากการประกอบธุรกิจหลักทรัพย์และธุรกิจสัญญาซื้อขายล่วงหน้าที่มีต่อบุคคลภายนอก เช่น ยอดดุลสุทธิเจ้าหนี้ลูกค้าที่ซื้อขายหลักทรัพย์ด้วยเงินสด ภาระที่ต้องส่งมอบหลักทรัพย์ เนื่องจากการขายชอร์ตหรือจากการยืมหลักทรัพย์ และภาระที่ต้องส่งคืนทรัพย์สินที่ บริษัทหลักทรัพย์ถือไว้เพื่อเป็นประกันการให้ยืมหลักทรัพย์ เป็นต้น 
F3,201900,250,49,46,0,เงินกู้ยืมจากสถาบันการเงิน,Borrowings From Financial Institutions,209999,1,,N,23,BS_L,หนี้สิน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Interest Bearing Debt / Equity Ratio",,,,,,หมายถึง เงินกู้ยืมทุกประเภททั้งในประเทศและต่างประเทศ เช่น เงินกู้ยืมจากสถาบันการเงิน เงินเบิกเกินบัญชีธนาคาร ตั๋วสัญญาใช้เงินที่ออกให้กับสถาบันการเงิน เป็นต้น ทั้งนี้ ไม่รวมถึงเงินกู้ยืมกับบุคคลหรือนิติบุคคลที่มิใช่สถาบันการเงินและการออกตราสารหนี้เพื่อการระดมทุนทั่วไปซึ่งออกจำหน่ายให้แก่สถาบันการเงิน นิติบุคคล และประชาชนเป็นการทั่วไป
F3,202000,251,50,47,0,ตราสารหนี้ที่ออกและเงินกู้ยืม,Debts Issued And Borrowings,209999,1,,N,23,BS_L,หนี้สิน,"- แสดงผลใน Company Highlight & Fact Sheet
- ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio","- Displayed in the Company Highlight & Fact Sheet
- For calculation of Interest Bearing Debt / Equity Ratio",,,,,,"หมายถึง การกู้ยืมเงินจากบุคคลหรือนิติบุคคลโดยการออกตราสารหนี้ หรือการออกตราสารหนี้ เพื่อการระดมทุนทั่วไปซึ่งออกจำหน่ายให้แก่สถาบันการเงิน นิติบุคคล และประชาชนเป็นการทั่วไป รวมทั้งการกู้ยืมเงินจากบุคคลหรือนิติบุคคลอื่นที่มิใช่สถาบันการเงิน

ตราสารหนี้ที่ออกและเงินกู้ยืม ประกอบด้วยเลขอ้างอิงที่ 48 ถึง 56"
F3,201700,232,51,48,1,เงินกู้ยืมระยะสั้น,Short-Term Borrowings,202000,1,,N,23,BS_L,หนี้สิน,,,,,,,,"หมายถึง เงินกู้ยืมระยะสั้น รวมทั้งหนี้สินในลักษณะอื่นใด ที่ครบกำหนดชำระภายในหนึ่งปี 

เงินกู้ยืมระยะสั้น ประกอบด้วยเลขอ้างอิงที่ 49 ถึง 50"
F3,201710,233,52,49,2,บุคคลหรือกิจการอื่น,Other Parties,201700,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง เงินกู้ยืมระยะสั้นที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,201720,234,53,50,2,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,201700,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง เงินกู้ยืมระยะสั้นที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,201800,237,54,51,1,หนี้สินระยะยาว,Long-Term Debts,202000,1,,R,23,BS_L,หนี้สิน,,,,,,,,"หมายถึง เงินกู้ยืมระยะยาว หนี้สินระยะยาวในลักษณะอื่นใดที่จะครบกำหนดชำระคืนเกินกว่า 12 เดือนนับจากวันสิ้นรอบระยะเวลารายงาน เช่น เงินกู้ยืมระยะยาว หุ้นกู้ที่มีกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้ด้อยสิทธิที่มีกำหนดชำระเกินกว่าหนึ่งปี หุ้นกู้ที่ผู้ถือมีสิทธิไถ่ถอนหรือแปลงสภาพได้ หุ้นบุริมสิทธิที่มีลักษณะเป็นหนี้สินทางการเงินที่ผู้ถือมีสิทธิไถ่ถอนหรือแปลงสภาพได้ เป็นต้น

หนี้สินระยะยาวประกอบด้วยเลขอ้างอิงที่ 52 ถึง 56"
F3,201810,238,55,52,2,บุคคลหรือกิจการอื่น,Other Parties,201800,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินระยะยาวที่เป็นรายการกับบุคคลหรือกิจการที่ไม่มีความเกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,201820,239,56,53,2,บุคคลหรือกิจการที่เกี่ยวข้องกัน,Related Parties,201800,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินระยะยาวที่เป็นรายการกับบุคคลหรือกิจการที่เกี่ยวข้องกัน (อ้างอิงตามคำนิยามของบุคคลหรือกิจการที่เกี่ยวข้องกันตามมาตรฐานการบัญชี ฉบับที่ 24 เรื่อง บุคคลหรือกิจการที่เกี่ยวข้องกัน)
F3,201830,241,57,54,2,หุ้นกู้,Bonds,201800,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง ตราสารหนี้ที่บริษัทออกให้แก่ผู้ถือหุ้นกู้ตามที่สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์กำหนด โดยผู้ถือมีสิทธิได้รับชำระเงินต้นและดอกเบี้ย และสิทธิในการเข้าร่วมประชุมและออกเสียงลงคะแนนในการประชุมผู้ถือหุ้นกู้ หุ้นกู้ดังกล่าวอาจมีหลายประเภทขึ้นอยู่กับประเภทที่ระบุในแบบแสดงรายการข้อมูลการเสนอขายตราสารหนี้ เช่น หุ้นกู้ด้อยสิทธิ และหุ้นกู้ไม่ด้อยสิทธิ หุ้นกู้แปลงสภาพ เป็นต้น
F3,201840,243,58,55,2,หุ้นกู้ที่มีลักษณะคล้ายทุน,Perpetual Bonds,201800,1,,N,23,BS_L,หนี้สิน,ตราสารหนี้ที่มีลักษณะคล้ายทุน ซึ่งเข้าเงื่อนไขของการจัดประเภทเป็นหนี้สิน,For perpetual bond or equity instrument issued that are classified as liabilities,,,,,,หมายถึง ตราสารหนี้ที่บริษัทออกให้แก่ผู้ถือหุ้นโดยการกำหนดสิทธิของผู้ถือตราสารไว้ด้อยกว่าสิทธิของเจ้าหนี้สามัญทั่วไป ซึ่งลักษณะ ระยะเวลาการจ่ายชำระของผู้ออกตราสาร และเงื่อนไข รวมถึงข้อกำหนดสิทธิของผู้ถือตราสารจะเป็นไปตามที่ระบุไว้ในแบบแสดงรายการข้อมูลการเสนอขายตราสารหนี้ เช่น ประเภทของตราสาร การระบุระยะเวลาการไถ่ถอน และการระบุระยะเวลาการจ่ายชำระดอกเบี้ย เป็นต้น ซึ่งโดยทั่วไปจะไม่มีการกำหนดระยะเวลาการไถ่ถอนที่แน่นอน ทั้งนี้ เฉพาะตราสารหนี้ที่มีลักษณะคล้ายทุนที่บริษัทจัดประเภทรายการเป็นหนี้สินทางการเงิน 
F3,201850,245,59,56,2,หนี้สินระยะยาว - อื่น ๆ,Long-Term Debts - Others,201800,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินทางการเงินระยะยาวอื่น นอกจากที่กำหนดให้แสดงไว้ในเลขอ้างอิงที่ 52 ถึง 55
F3,201000,212,61,57,0,ค่าธรรมเนียมและบริการค้างจ่ายจากธุรกิจจัดการลงทุน,Accrued Fee And Service Expenses,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง ค่าธรรมเนียมที่เกี่ยวข้องกับธุรกิจจัดการลงทุน ที่ได้รับรู้เป็นค่าใช้จ่ายแล้ว แต่ยังไม่ได้ชำระเงิน เช่น ค่าธรรมเนียมค้างจ่ายแก่บริษัทหลักทรัพย์ที่เป็นนายหน้าซื้อขายหน่วยลงทุน เป็นต้น 
F3,201140,222,62,58,0,เจ้าหนี้การค้า,Trade Payables,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง จำนวนเงินที่บริษัทค้างชำระค่าสินค้าหรือค่าบริการที่ซื้อมาเพื่อขายหรือเพื่อใช้ในการผลิตสินค้าหรือบริการตามปกติ และตั๋วเงินจ่ายที่บริษัทออกให้เพื่อชำระค่าสินค้าหรือบริการดังกล่าว ซึ่งการจัดประเภทดังกล่าวขึ้นอยู่กับลักษณะการประกอบธุรกิจของบริษัท
F3,202400,272,63,59,0,หนี้สินตามสัญญาเช่า,Lease Liabilities,209999,1,,N,23,BS_L,หนี้สิน,ใช้ในการคำนวณ Interest Bearing Debt / Equity Ratio,For calculation of Interest Bearing Debt / Equity Ratio,,,,,,หมายถึง หนี้สินตามสัญญาเช่า ทั้งนี้ให้เป็นไปตามที่มาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง
F3,200420,205,64,60,0,หนี้สินทางการเงินที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรและขาดทุน,Financial liabilities Designated at At Fair Value Through Profit Or Loss,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินทางการเงิน เช่น เงินรับฝาก ตั๋วแลกเงิน ตั๋วสัญญาใช้เงิน หุ้นกู้และเงินกู้ยืมที่มีอนุพันธ์แฝง ที่บริษัทกำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน เนื่องจากช่วยขจัดหรือลดความไม่สอดคล้องอย่างมีนัยสำคัญในการวัดมูลค่าหรือการรับรู้รายการ (Accounting mismatch) ซึ่งอาจเกิดขึ้นจากการวัดมูลค่าสินทรัพย์หรือหนี้สิน หรือการรับรู้กำไรและขาดทุนจากรายการดังกล่าวด้วยเกณฑ์แตกต่างกันตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง ทั้งนี้ ให้รวมถึง รายการอื่นที่เข้า คำนิยามตามมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง เช่น กลุ่มของหนี้สินทางการเงินหรือสินทรัพย์ทางการเงินและหนี้สินทางการเงินที่มีการบริหารและประเมินผลการดำเนินงานด้วยเกณฑ์มูลค่ายุติธรรม และสัญญาแบบผสมที่เข้าเงื่อนไขตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง 
F3,202100,253,65,61,0,หนี้สินอนุพันธ์,Derivative Liabilities,209999,1,,N,23,BS_L,หนี้สิน,รวมถึง อนุพันธ์เพื่อค้าและเพื่อป้องกันความเสี่ยง (ที่ไม่ได้เลือกใช้การบัญชีป้องกันความเสี่ยง) และ อนุพันธ์ที่ปฏิบัติตามวิธีการบัญชีป้องกันความเสี่ยง,"Include trading and hedging derivatives (not applying hedge accounting), and derivatives for hedging that the company has chosen to apply hedge accounting",,,,,,"หมายถึง หนี้สินอนุพันธ์ ซึ่งบริษัทมีภาระผูกพันตามสัญญาที่จะต้องส่งมอบ เงินสดหรือสินทรัพย์ทางการเงินอื่นให้แก่กิจการอื่น หรือแลกเปลี่ยนเครื่องมือทางการเงินของบริษัทกับเครื่องมือทางการเงินของกิจการอื่นภายใต้เงื่อนไขที่อาจทำให้บริษัทเสียประโยชน์ 

หนี้สินอนุพันธ์ ประกอบด้วยรายการดังต่อไปนี้ 
1. อนุพันธ์เพื่อค้า หมายถึง อนุพันธ์ที่ถือไว้โดยไม่ได้มีวัตถุประสงค์เพื่อใช้ในการป้องกันความเสี่ยง ซึ่งรวมถึงการทำสัญญาอนุพันธ์กับลูกค้า และอนุพันธ์แฝงที่แยกออกจากสัญญาหลักได้ โดย อนุพันธ์เพื่อค้า มีลักษณะทุกข้อต่อไปนี้ 
1.1 มูลค่าของตราสารดังกล่าวจะผันแปรไปตามอัตราดอกเบี้ย ราคาของตราสารทางการเงิน ราคาสินค้าโภคภัณฑ์ อัตราแลกเปลี่ยน ดัชนีราคาหรือดัชนีอัตรา หรือตัวแปรอื่นใด 
1.2 ไม่มีการจ่ายเงินลงทุนสุทธิเมื่อเริ่มแรก หรือจ่ายด้วยจำนวนเพียงเล็กน้อยเมื่อเทียบกับสัญญาประเภทอื่น ซึ่งมีการตอบสนองในลักษณะเดียวกันกับปัจจัยตลาด และ 
1.3) การรับหรือการจ่ายชำระที่จะกระทำในอนาคต 

2. อนุพันธ์เพื่อการป้องกันความเสี่ยง หมายถึง อนุพันธ์ที่ถือไว้โดยมีวัตถุประสงค์เพื่อใช้ในการป้องกันความเสี่ยง"
F3,202500,274,66,62,0,ค่าใช้จ่ายค้างจ่าย,Accrued Expenses,209999,1,,N,23,BS_L,หนี้สิน,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง จำนวนเงินที่บริษัทค้างชำระค่าสินค้าหรือบริการที่ได้รับ ซึ่งบริษัทยังไม่ได้รับใบเรียกเก็บเงินจากผู้ขายสินค้าหรือผู้ให้บริการ 
F3,202200,257,67,63,0,หนี้สินทางการเงินอื่น,Other Financial Liabilities,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินทางการเงินหมุนเวียนอื่นใด นอกเหนือจากเลขอ้างอิงที่ 43 ถึง 62
F3,202300,264,68,64,0,หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า,Contract Liabilities And Unearned Rental Income,209999,1,,R,23,BS_L,หนี้สิน,,,,,,,,"หมายถึง หนี้สินที่เกิดจากสัญญาที่ทำกับลูกค้า หรือภาระผูกพันของบริษัทในการโอนการควบคุมในสินค้าหรือบริการให้กับลูกค้า ซึ่งบริษัทได้รับค่าตอบแทนจากลูกค้าเป็นจำนวนเงินที่เกินกว่าสินค้าหรือบริการที่บริษัทจะต้องปฏิบัติตามสัญญา ทั้งนี้ รวมถึงเงินรับล่วงหน้าจากลูกค้า เงินที่ชำระตามสัญญาในส่วนที่เกินกว่าภาระที่ต้องปฏิบัติที่ส่งมอบหรือปฏิบัติเสร็จสิ้นแล้ว และค่าเช่ารับล่วงหน้าจากสัญญาเช่าดำเนินงานที่บริษัทเป็นผู้ให้เช่า 

หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า - ไม่หมุนเวียน ประกอบด้วยเลขอ้างอิงที่ 65 ถึง 67"
F3,202310,266,69,65,1,ค่าเช่ารับล่วงหน้า,Unearned Rental Income,202300,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง ค่าเช่าที่บริษัทหลักทรัพย์รับล่วงหน้าจากลูกค้าภายใต้สัญญาดำเนินงาน
F3,202320,268,70,66,1,รายได้รับล่วงหน้า - อื่น ๆ,Deferred Revenue - Others,202300,1,,N,23,BS_L,หนี้สิน,รวมถึง เงินรับล่วงหน้า รายได้รับล่วงหน้า เงินมัดจำตามสัญญาจากลูกค้า ที่บริษัทต้องส่งมอบสินค้าหรือบริการให้แก่ลูกค้าในอนาคต,"Include advance received, unearned revenue, deposits/installment received from customers in which the company will deliver goods or services in the future.",,,,,,หมายถึง หนี้สินที่เกิดจากสัญญาที่ทำกับลูกค้า หรือภาระผูกพันของบริษัทหลักทรัพย์ในการโอนการควบคุมในสินค้าหรือบริการให้กับลูกค้า ซึ่งบริษัทได้รับค่าตอบแทนจากลูกค้าเป็นจำนวนเงินที่เกินกว่าสินค้าหรือบริการที่บริษัทจะต้องปฏิบัติตามสัญญา ทั้งนี้ รวมถึงเงินรับล่วงหน้าจากลูกค้า เงินที่ชำระตามสัญญาในส่วนที่เกินกว่าภาระที่ต้องปฏิบัติที่ส่งมอบหรือปฏิบัติเสร็จสิ้นแล้ว
F3,202390,270,71,67,1,หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า - อื่น ๆ,Contract Liabilities And Unearned Rental Income - Others,202300,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินที่เกิดจากสัญญาและค่าเช่ารับล่วงหน้า นอกเหนือจากเลขอ้างอิงที่ 65 ถึง 66
F3,203000,283,72,68,0,ภาษีเงินได้นิติบุคคลค้างจ่าย,Income Tax Payable,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง จำนวนภาษีเงินได้นิติบุคคลที่ต้องชำระ โดยคำนวณจากกำไร (ขาดทุน) ทางภาษีสำหรับงวดสุทธิจากเครดิตภาษี และ/หรือ ภาษีเงินได้นิติบุคคลถูกหัก ณ ที่จ่าย และ/หรือ ภาษีเงินได้นิติบุคคลจ่ายล่วงหน้า
F3,204000,288,73,69,0,เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย,Other Tax Or Other Payables Under Law And Regulations,209999,1,,R,23,BS_L,หนี้สิน,,,,,,,,"หมายถึง เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท ที่นอกเหนือจากเลขอ้างอิงที่ 68

เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย ประกอบด้วยเลขอ้างอิงที่ 70 ถึง 71"
F3,204010,290,74,70,1,เจ้าหนี้ภาษีค้างจ่าย,Other Tax Payables,204000,1,,N,23,BS_L,หนี้สิน,รวมถึง จำนวนค้างจ่ายหรือรอนำส่งของภาษีธุรกิจเฉพาะ ภาษีมูลค่าเพิ่มรอนำส่ง ภาษีสรรพสามิต ค่าอากรจ่ายแก่กรมศุลกากร ภาษีเงินได้หัก ณ ที่จ่าย,"Include payables for special business tax, value added tax, excise tax , customs duty, withholding tax",,,,,,หมายถึง ค่าภาษีหรืออากรค้างจ่าย เช่น ภาษีธุรกิจเฉพาะ ภาษีมูลค่ามูลค่าเพิ่มรอนำส่ง ภาษีธุรกิจเฉพาะ ภาษีสรรพสามิต ค่าอากรจ่ายแก่กรมศุลกากร  ภาษีเงินได้หัก ณ ที่จ่ายค้างจ่าย เป็นต้น
F3,204090,300,75,71,1,เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมาย - อื่น ๆ,Other Tax Or Other Payables Under Law And Regulations - Others,204000,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง เจ้าหนี้ที่เกิดจากภาษีอื่นหรือรายการอื่นภายใต้กฎหมายซึ่งบังคับใช้กับบริษัท นอกเหนือจากเลขอ้างอิงที่ 70
F3,202800,280,76,72,0,ประมาณการหนี้สิน,Provisions,209999,1,,N,23,BS_L,หนี้สิน,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง หนี้สินที่มีความไม่แน่นอนเกี่ยวกับจังหวะเวลา และ/หรือ จำนวนที่ต้องจ่ายชำระ ซึ่งบริษัทสามารถประมาณมูลค่าหนี้สินนั้นได้อย่างน่าเชื่อถือ และเป็นภาระผูกพันในปัจจุบัน ซึ่งมีความเป็นไปได้ค่อนข้างแน่ที่จะทำให้บริษัทหลักทรัพย์สูญเสียทรัพยากรที่มีประโยชน์เชิงเศรษฐกิจเพื่อจ่ายชำระภาระผูกพันดังกล่าว ทั้งนี้ ให้เป็นไปตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง เช่น ภาระผูกพันของบริษัทหลักทรัพย์จากการรับรองตั๋วเงิน ภาระผูกพันจากการขายลูกหนี้ตั๋วเงิน เป็นต้น รวมถึงประมาณการหนี้สินที่เกิดขึ้นจากค่าเผื่อผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้นของข้อตกลงการให้กู้ยืมและสัญญาค้ำประกันทางการเงิน (กรณีบริษัทแยกค่าเผื่อดังกล่าวออกจากค่าเผื่อของสินทรัพย์ทางการเงินได้) หรือกรณีมีผลขาดทุนที่คาดว่าจะเกิดขึ้นเกินกว่ามูลค่าตามบัญชีขั้นต้นของสินทรัพย์ทางการเงินตามที่กำหนดในมาตรฐานการรายงานทางการเงินที่เกี่ยวข้อง
F3,202700,278,77,73,0,ประมาณการหนี้สินผลประโยชน์พนักงาน,Employee Benefit Obligations,209999,1,,N,23,BS_L,หนี้สิน,รวมถึง ประมาณการหนี้สินผลประโยชน์ของพนักงานหลังออกจากงานหรือผลประโยชน์เมื่อเลิกจ้าง และผลประโยชน์ระยะยาวอื่น,"Include post-employment benefits obligations, or obligations on termination benefits and other long-term benefits obligations",,,,,,หมายถึง ประมาณการหนี้สินผลประโยชน์ของพนักงานระยะสั้น ผลประโยชน์เมื่อเลิกจ้าง ผลประโยชน์พนักงานระยะยาวอื่น และผลประโยชน์หลังออกจากงาน ที่คาดว่ากองทุนจะต้องจ่ายชำระ และ/หรือซึ่ง มีความไม่แน่นอนเกี่ยวกับจังหวะเวลา 
F3,203100,284,78,74,0,ส่วนแบ่งผลขาดทุนที่เกินกว่าเงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า,"Excess Loss Over Cost Of Investment In Subsidiaries, Associates And Joint Ventures",209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง ภาระผูกพันที่เกิดจากเงินลงทุนหรือส่วนได้เสียในบริษัทย่อย บริษัทร่วม และการร่วมค้า หรือส่วนแบ่งผลขาดทุนในส่วนที่เกินกว่าจำนวนเงินลงทุนและส่วนได้เสียระยะยาวในบริษัทย่อย บริษัทร่วม และการร่วมค้า ตามวิธีส่วนได้เสีย หากบริษัทผู้ลงทุนต้องร่วมรับส่วนแบ่งผลขาดทุนนั้น
F3,202900,282,79,75,0,หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,Liabilities Directly Associated With Non-Current Assets And/Or The Disposal Group Held For Sale,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขายที่แยกแสดงไว้เป็น สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย (เลขอ้างอิงที่ 38) 
F3,203200,286,80,76,0,หนี้สินภาษีเงินได้รอตัดบัญชี,Deferred Tax Liabilities,209999,1,,N,23,BS_L,หนี้สิน,,,,,,,,หมายถึง จำนวนภาษีเงินได้ที่ต้องจ่ายในอนาคต ซึ่งเกิดจากผลแตกต่างชั่วคราวที่ต้องเสียภาษี 
F3,209900,302,81,77,0,หนี้สินอื่น,Other Liabilities,209999,1,,N,23,BS_L,หนี้สิน,แสดงผลใน Company Highlight & Fact Sheet,Displayed in the Company Highlight & Fact Sheet,,,,,,หมายถึง หนี้สินอื่น นอกเหนือจากเลขอ้างอิงที่ 43 ถึง 76
F3,209999,299,82,78,0,รวมหนี้สิน,Total Liabilities,309999,1,BU,NV,23,BS_L,หนี้สิน,"ใช้ในการคำนวณ Enterprise Value: EV, Debt/Equity Ratio","For calculation of Enterprise Value: EV, Debt/Equity Ratio",,,Y,,,รวมหนี้สิน เป็นผลรวมของเลขอ้างอิงที่ 43 ถึง 77
F3,300000,T7,83,79,0,ส่วนของผู้ถือหุ้น,Equity,No,,B Fix,T,,BS_OE,ส่วนของผู้ถือหุ้น,,,,,,,,ส่วนของผู้ถือหุ้น ประกอบด้วยเลขอ้างอิงที่ 80 ถึง 117
